Month,franchiseId,State,District ,Town,totalRf,totalSales,totalEarnings,Type
Dec-18,F168642,Karnataka,Tumkur,Tiptur,  9 ,"  524,362 ","  14,346 ",PHYSICAL
Dec-18,F168646,Kerala,Idukki,Devikulam,  7 ,"  417,706 ","  6,876 ",PHYSICAL
Dec-18,F168655,Karnataka,Bidar,Aurad (b),  1 ,  461 ,  21 ,PHYSICAL
Dec-18,F168340,Kerala,Thiruvananthapuram,Chirayinkil,  7 ,"  103,843 ","  2,606 ",PHYSICAL
Dec-18,F108889,Karnataka,Raichur,Sindhnur,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,SF169427,Karnataka,Bagalkot,Jamkhandi,  13 ,"  83,536 ","  1,965 ",PHYSICAL
Dec-18,F104463,Telangana,Jagtial,Metpalli,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F169428,Kerala,Thrissur,Chavakkad,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F103469,Karnataka,Belgaum,Gokak,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F174549,Andhra Pradesh,Krishna,Kaikalur,  12 ,"  411,343 ","  12,422 ",PHYSICAL
Dec-18,F168654,Karnataka,Dharwad,Kundgol,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F170709,Madhya Pradesh,Shivpuri,Kolaras,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F170187,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F170757,Andhra Pradesh,Nellore,Atmakur,  1 ,"  17,119 ",  486 ,PHYSICAL
Dec-18,F170774,Andhra Pradesh,East Godavari,Ravulapalem,  10 ,"  162,797 ","  4,622 ",PHYSICAL
Dec-18,F171138,Madhya Pradesh,Ujjain,Ujjain,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F170164,Madhya Pradesh,Mandla,Mandla,  29 ,"  862,044 ","  26,064 ",PHYSICAL
Dec-18,F171411,Madhya Pradesh,Morena,Joura,  2 ,"  45,796 ","  1,162 ",PHYSICAL
Dec-18,F171560,Andhra Pradesh,Guntur,Bapatla,  2 ,"  14,770 ",  391 ,PHYSICAL
Dec-18,F169307,Telangana,Hyderabad,Hyd,  -   ,  -   ,  -   ,PHYSICAL
Dec-18,F175248,Kerala,Kannur,Thalassery,  4 ,"  147,095 ","  3,026 ",PHYSICAL
Dec-18,F173173,Kerala,Thiruvananthapuram,Thiruvananthapuram,  10 ,"  126,068 ","  2,547 ",PHYSICAL
Dec-18,F172057,Tamil Nadu,Sivaganga,Sivaganga,  15 ,"  235,758 ","  6,791 ",PHYSICAL
Dec-18,F174203,Kerala,Thrissur,Mukundapuram,  9 ,"  510,307 ","  11,201 ",PHYSICAL
Dec-18,F172110,Tamil Nadu,Salem,Atur,  6 ,"  69,276 ","  1,734 ",PHYSICAL
Dec-18,F172792,Madhya Pradesh,Gwalior,Gwalior,  2 ,"  21,444 ",  645 ,PHYSICAL
Dec-18,F168636,Andhra Pradesh,Guntur,Ponnuru,  1 ,"  2,050 ",  56 ,PHYSICAL
Dec-18,F175059,Karnataka,Tumkur,Gubbi,  12 ,"  312,715 ","  8,719 ",PHYSICAL
Dec-18,F175805,Madhya Pradesh,Shivpuri,Kolaras,  8 ,"  54,216 ","  1,544 ",PHYSICAL
Dec-18,F175548,Madhya Pradesh,Guna,Chacauda,  5 ,"  32,282 ",  802 ,PHYSICAL
Dec-18,F176201,Kerala,Palakkad,Palakkad,  3 ,"  30,169 ",  621 ,PHYSICAL
Dec-18,F176654,Karnataka,Bidar,Humnabad,  7 ,"  14,947 ",  425 ,PHYSICAL
Dec-18,F175785,Madhya Pradesh,Guna,Guna,  7 ,"  232,313 ","  6,191 ",PHYSICAL
Dec-18,F103305,Andhra Pradesh,Chittoor,Palamaner,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F103336,Karnataka,Koppal,Kushtagi,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F104272,Karnataka,Bellary,Hospet,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F104293,Karnataka,Bellary,Bellary,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F104308,Karnataka,Koppal,Koppal,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F104376,Karnataka,Kolar,Bangarapet,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F104804,Andhra Pradesh,Chittoor,Tirupati (Urban),  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F103900,Andhra Pradesh,Chittoor,Chittoor,  1 ,  567 ,  23 ,PHYSICAL
Dec-18,F176133,Madhya Pradesh,Ujjain,Ujjain,  1 ,"  49,566 ","  1,003 ",PHYSICAL
Dec-18,F104665,Andhra Pradesh,Cuddapah,Kodur,  1 ,"  3,706 ",  132 ,PHYSICAL
Dec-18,F104009,Karnataka,Mandya,K.r.pete,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F166168,Madhya Pradesh,Bhopal,Bhopal,  1 ,"  2,154 ",  43 ,PHYSICAL
Dec-18,F176306,Madhya Pradesh,Bhopal,Huzur,  1 ,"  30,722 ",  614 ,PHYSICAL
Dec-18,F170059,Kerala,Thrissur,Chalakudi South,  6 ,"  148,116 ","  3,291 ",PHYSICAL
Dec-18,F104662,Telangana,Nizamabad,Nizamabad,  1 ,"  7,169 ",  251 ,PHYSICAL
Dec-18,F166220,Madhya Pradesh,Hoshangabad,Bajania,  5 ,"  25,103 ",  499 ,PHYSICAL
Dec-18,F140351,Karnataka,Bangalore Rural,Hoskote,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F140594,Karnataka,Bijapur(KAR),Sindgi,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F103476,Karnataka,Dakshina Kannada,Puttur,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F173532,Karnataka,Bijapur(KAR),Sindgi,  30 ,"  619,061 ","  8,709 ",PHYSICAL
Dec-18,F175399,Maharashtra,Yavatmal,Yavatmal,  15 ,"  293,471 ","  8,525 ",PHYSICAL
Dec-18,F104764,Madhya Pradesh,Shivpuri,Shivpuri,  7 ,"  38,633 ","  1,445 ",PHYSICAL
Dec-18,F140404,Karnataka,Raichur,Sindhanur,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F164610,Karnataka,Gulbarga,Gulbarga,  4 ,  -   ,  -   ,PHYSICAL
Dec-18,F164607,Karnataka,Haveri,Ranebennur,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F104142,Karnataka,Davangere,Davanagere,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F168613,Gujarat,Banaskantha,Palanpur,  11 ,"  336,772 ","  7,479 ",PHYSICAL
Dec-18,F171991,Karnataka,Tumkur,Pavagada,  17 ,"  823,335 ","  20,875 ",PHYSICAL
Dec-18,F169348,Maharashtra,Nagpur,Nagpur,  34 ,"  1,986,980 ","  45,547 ",PHYSICAL
Dec-18,F161011,Karnataka,Chikkaballapur,Gauribidanur,  2 ,"  49,397 ","  1,213 ",PHYSICAL
Dec-18,F170431,Kerala,Thrissur,Mukundapuram,  31 ,"  509,898 ","  11,999 ",PHYSICAL
Dec-18,F170519,Telangana,Medak,Ramayampet,  1 ,"  5,256 ",  201 ,PHYSICAL
Dec-18,F170601,Gujarat,Kachchh,Bhuj,  2 ,"  66,668 ","  1,945 ",PHYSICAL
Dec-18,F171277,Madhya Pradesh,Mandsaur,Garoth,  1 ,"  6,588 ",  132 ,PHYSICAL
Dec-18,F170475,Tamil Nadu,Virudhunagar,Sivakasi,  1 ,  550 ,  11 ,PHYSICAL
Dec-18,F171566,Andhra Pradesh,Guntur,Narasaraopet,  13 ,"  297,866 ","  6,790 ",PHYSICAL
Dec-18,F171913,Kerala,Kannur,Kannur,  13 ,"  191,287 ","  4,869 ",PHYSICAL
Dec-18,F172994,Andhra Pradesh,Krishna,Pedana,  8 ,"  74,692 ","  1,978 ",PHYSICAL
Dec-18,F172661,Andhra Pradesh,Guntur,Gurazalla,  25 ,"  309,349 ","  9,642 ",PHYSICAL
Dec-18,F172924,Tamil Nadu,Coimbatore,Mettupalayam,  24 ,"  284,222 ","  7,503 ",PHYSICAL
Dec-18,F104872,Karnataka,Dakshina Kannada,Bantval,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F173534,Tamil Nadu,Salem,Mettur,  1 ,"  19,443 ",  408 ,PHYSICAL
Dec-18,F173353,Tamil Nadu,Coimbatore,Tiruppur,  12 ,"  260,519 ","  6,334 ",PHYSICAL
Dec-18,F173719,Andhra Pradesh,Ananthapur,Hindupur,  5 ,"  55,085 ","  1,426 ",PHYSICAL
Dec-18,F173702,Karnataka,Bagalkot,Jamkhandi,  11 ,"  69,125 ","  1,560 ",PHYSICAL
Dec-18,F173818,Andhra Pradesh,Ananthapur,Anantapur,  5 ,"  139,522 ","  3,490 ",PHYSICAL
Dec-18,SF173397,Karnataka,Bagalkot,Jamkhandi,  1 ,  768 ,  15 ,PHYSICAL
Dec-18,F175223,Tamil Nadu,Salem,Valapady,  16 ,"  110,810 ","  2,759 ",PHYSICAL
Dec-18,F173466,Andhra Pradesh,East Godavari,Rajahmundry (Urban),  2 ,"  46,269 ",  963 ,PHYSICAL
Dec-18,F170185,Telangana,Nizamabad,Banswada,  1 ,"  15,904 ",  426 ,PHYSICAL
Dec-18,F173938,Madhya Pradesh,Sagar,Bina,  1 ,"  31,886 ",  758 ,PHYSICAL
Dec-18,F172054,Tamil Nadu,Namakkal,Rasipuram,  13 ,"  102,812 ","  2,638 ",PHYSICAL
Dec-18,F173284,Tamil Nadu,Namakkal,Namakkal,  9 ,"  98,089 ","  2,604 ",PHYSICAL
Dec-18,F173928,Gujarat,Vadodara,Padra,  3 ,"  32,152 ",  748 ,PHYSICAL
Dec-18,F175191,Madhya Pradesh,Jabalpur,Jabalpur,  10 ,"  347,814 ","  8,784 ",PHYSICAL
Dec-18,F174434,Andhra Pradesh,Kurnool,Pattikonda,  5 ,"  112,774 ","  2,747 ",PHYSICAL
Dec-18,F175419,Madhya Pradesh,Morena,Ambah,  12 ,"  111,751 ","  2,663 ",PHYSICAL
Dec-18,F174905,Kerala,Kannur,Thalassery,  1 ,"  51,599 ","  1,056 ",PHYSICAL
Dec-18,F175490,Madhya Pradesh,Barwani,Barwani,  2 ,"  18,674 ",  505 ,PHYSICAL
Dec-18,F175656,Telangana,Karim Nagar,Huzurabad,  20 ,"  207,630 ","  4,388 ",PHYSICAL
Dec-18,F175534,Tamil Nadu,Dharmapuri,Harur,  5 ,"  155,329 ","  3,831 ",PHYSICAL
Dec-18,F172270,Karnataka,Bangalore,Bangalore South,  1 ,"  112,410 ","  1,686 ",PHYSICAL
Dec-18,F176004,Telangana,Warangal,Dornakal,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F176013,Karnataka,Tumkur,Turuvekere,  2 ,"  97,002 ","  2,644 ",PHYSICAL
Dec-18,F175956,Karnataka,Koppal,Koppal,  3 ,"  101,667 ","  2,719 ",PHYSICAL
Dec-18,F175987,Maharashtra,Pune,Baramati,  1 ,"  30,875 ",  882 ,PHYSICAL
Dec-18,F175824,Telangana,Karim Nagar,Ramagundam,  5 ,"  28,129 ",  755 ,PHYSICAL
Dec-18,F176206,Andhra Pradesh,West Godavari,Bhimavaram (mdl),  7 ,"  46,942 ","  1,128 ",PHYSICAL
Dec-18,F176049,Maharashtra,Jalna,Bhokardan,  5 ,"  179,206 ","  5,084 ",PHYSICAL
Dec-18,F172103,Andhra Pradesh,Guntur,Karlapalem,  1 ,"  23,384 ",  465 ,PHYSICAL
Dec-18,F176502,Karnataka,Tumkur,Koratagere,  1 ,"  43,437 ","  1,157 ",PHYSICAL
Dec-18,F176412,Maharashtra,Buldhana,Khamgaon,  2 ,"  137,531 ","  2,924 ",PHYSICAL
Dec-18,F175931,Maharashtra,Nagpur,Nagpur,  1 ,"  146,930 ","  4,775 ",PHYSICAL
Dec-18,F176691,Kerala,Palakkad,Chittur,  2 ,"  15,238 ",  322 ,PHYSICAL
Dec-18,F176349,Kerala,Kannur,Kannur,  1 ,"  47,274 ",  945 ,PHYSICAL
Dec-18,F175808,Kerala,Thiruvananthapuram,Chirayinkeezhu,  1 ,"  4,263 ",  103 ,PHYSICAL
Dec-18,F103461,Andhra Pradesh,Chittoor,Madanapalle,  1 ,  0 ,  -   ,PHYSICAL
Dec-18,F103221,Karnataka,Chickmagalur,Mudigere,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F104180,Karnataka,Dakshina Kannada,Mangalore,  1 ,  0 ,  -   ,PHYSICAL
Dec-18,F104280,Karnataka,Chitradurga,Chitradurga,  1 ,  0 ,  -   ,PHYSICAL
Dec-18,F104118,Andhra Pradesh,Guntur,Sattenapalle,  1 ,  -   ,  -   ,PHYSICAL
Dec-18,F103815,Karnataka,Chickmagalur,Chikmagalur,  1 ,  0 ,  -   ,PHYSICAL
Jan-19,F102583,Karnataka,Bangalore,Bangalore South,  14 ,"  61,399 ",  985 ,PHYSICAL
Jan-19,F164622,Andhra Pradesh,West Godavari,Sivadevunichikkala,  37 ,"  423,501 ","  12,565 ",PHYSICAL
Jan-19,F100035,Goa,South Goa,Mormugao,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F100041,Goa,North Goa,Tiswadi,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F100037,Goa,South Goa,Salcete,  4 ,"  58,035 ",  157 ,PHYSICAL
Jan-19,F103057,Goa,North Goa,Tiswadi,  -   ,  -   ,  72 ,PHYSICAL
Jan-19,F100974,Gujarat,Panch Mahals,Halol,  4 ,"  42,669 ",  76 ,PHYSICAL
Jan-19,F101034,Gujarat,Ahmedabad,Ahmadabad City,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F167831,Gujarat,Ahmedabad,Sanand,  11 ,"  195,823 ","  2,976 ",PHYSICAL
Jan-19,F100991,Gujarat,Panch Mahals,Godhra,  19 ,"  126,369 ","  2,932 ",PHYSICAL
Jan-19,F101031,Gujarat,Kachchh,Mundra,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F101013,Gujarat,Rajkot,Rajkot,  9 ,"  41,757 ",  971 ,PHYSICAL
Jan-19,F101030,Gujarat,Ahmedabad,Sanand,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F101012,Gujarat,Rajkot,Rajkot,  8 ,"  78,895 ",  431 ,PHYSICAL
Jan-19,F101026,Gujarat,Bharuch,Bharuch,  14 ,"  253,095 ","  7,793 ",PHYSICAL
Jan-19,F102633,Gujarat,Bharuch,Vagra,  27 ,"  321,863 ",  80 ,PHYSICAL
Jan-19,F175309,Gujarat,Vadodara,Vadodara,  4 ,"  27,321 ",  275 ,PHYSICAL
Jan-19,F104756,Karnataka,Tumkur,C.n.halli,  27 ,"  313,932 ","  8,065 ",PHYSICAL
Jan-19,F104517,Karnataka,Mandya,Mandya,  47 ,"  435,651 ","  10,704 ",PHYSICAL
Jan-19,F102811,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F102814,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103195,Karnataka,Tumkur,Gubbi,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103295,Karnataka,Hassan,Arkalgud,  14 ,"  15,297 ",  566 ,PHYSICAL
Jan-19,F103380,Karnataka,Uttara Kannada,Kumta,  2 ,  981 ,  34 ,PHYSICAL
Jan-19,F103406,Karnataka,Kolar,Srinivasapura,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103435,Kerala,Kozhikode,Kozhikode,  9 ,"  110,390 ",  549 ,PHYSICAL
Jan-19,F103437,Karnataka,Haveri,Ranebennur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103453,Karnataka,Chamrajnagar,Yelandur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103624,Karnataka,Mysore,Mysore,  2 ,"  25,910 ",  197 ,PHYSICAL
Jan-19,F103660,Tamil Nadu,Nagapattinam,Sirkali Tk,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103719,Maharashtra,Sangli,Palus,  1 ,"  10,134 ",  14 ,PHYSICAL
Jan-19,F103720,Karnataka,Hassan,Alur,  27 ,"  328,537 ","  7,218 ",PHYSICAL
Jan-19,F103772,Karnataka,Gadag,Gadag,  40 ,"  801,269 ","  19,023 ",PHYSICAL
Jan-19,F103787,Maharashtra,Sangli,Walva,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103800,Telangana,Warangal,Nekkonda,  2 ,"  18,854 ",  522 ,PHYSICAL
Jan-19,F103811,Tamil Nadu,Cuddalore,Chidambaram North,  1 ,"  1,734 ",  76 ,PHYSICAL
Jan-19,F103840,Tamil Nadu,Sivaganga,Tirupattur,  5 ,"  26,636 ",  165 ,PHYSICAL
Jan-19,F103878,Madhya Pradesh,Dewas,Dewas,  1 ,"  10,093 ",  9 ,PHYSICAL
Jan-19,F103886,Andhra Pradesh,Chittoor,Kanipakam,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103903,Kerala,Kasargod,Hosdurg,  2 ,"  21,299 ",  100 ,PHYSICAL
Jan-19,F103934,Telangana,Nalgonda,Nalgonda,  4 ,"  36,801 ",  952 ,PHYSICAL
Jan-19,F103953,Madhya Pradesh,Bhopal,Huzur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103966,Maharashtra,Solapur,Mangalvedha,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103971,Tamil Nadu,Theni,Uthamapalayam,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104033,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104046,Madhya Pradesh,Dewas,Khategaon,  1 ,"  9,931 ",  234 ,PHYSICAL
Jan-19,F104060,Kerala,Malappuram,Ponani,  1 ,"  24,084 ",  207 ,PHYSICAL
Jan-19,F104069,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104114,Andhra Pradesh,Krishna,Vijayawada (Urban),  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104123,Uttar Pradesh,Deoria,Babhani,  8 ,"  88,792 ",  378 ,PHYSICAL
Jan-19,F104156,Telangana,Khammam,Kothagudem,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104171,Telangana,Medak,Ananthsagar,  1 ,"  10,095 ",  13 ,PHYSICAL
Jan-19,F104211,Maharashtra,Sangli,Miraj,  30 ,"  897,479 ","  18,902 ",PHYSICAL
Jan-19,F104241,Tamil Nadu,Thanjavur,Kumbakonam,  13 ,"  439,773 ","  8,819 ",PHYSICAL
Jan-19,F104262,Telangana,Mahabub Nagar,Gadwal,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104288,Tamil Nadu,Coimbatore,Coimbatore North,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104299,Pondicherry,Karaikal,Dharmapuram,  1 ,  -   ,  -   ,PHYSICAL
Jan-19,F104309,Telangana,Medak,Dubbak,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104316,Kerala,Thrissur,Kodungallur,  1 ,"  11,417 ",  83 ,PHYSICAL
Jan-19,F104366,Telangana,Mahabub Nagar,Farooqnagar,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104380,Madhya Pradesh,Barwani,Barwani,  30 ,"  461,686 ","  11,680 ",PHYSICAL
Jan-19,F104409,Telangana,K.V.Rangareddy,Rangareddy,  1 ,"  11,029 ",  21 ,PHYSICAL
Jan-19,F104428,Telangana,Khammam,Paloncha,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104446,Andhra Pradesh,Srikakulam,Santabommali Mandal,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104449,Tamil Nadu,Coimbatore,Coimbatore North,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104462,Madhya Pradesh,Hoshangabad,Garhaghat,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104488,Madhya Pradesh,Mandsaur,Mandsaur,  13 ,"  169,195 ","  3,876 ",PHYSICAL
Jan-19,F104491,Tamil Nadu,Ramanathapuram,Ramanathapuram,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104538,Tamil Nadu,Coimbatore,Coimbatore South,  1 ,  -   ,  12 ,PHYSICAL
Jan-19,F104541,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104574,Karnataka,Kolar,Gauribidanur,  3 ,"  11,705 ",  438 ,PHYSICAL
Jan-19,F104577,Maharashtra,Ratnagiri,Chiplun,  3 ,"  30,159 ",  51 ,PHYSICAL
Jan-19,F104607,Andhra Pradesh,Guntur,Chilakaluripet,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104653,Karnataka,Kolar,Chickballapur,  1 ,"  10,600 ",  21 ,PHYSICAL
Jan-19,F104668,Maharashtra,Yavatmal,Yavatmal,  69 ,"  1,536,773 ","  37,996 ",PHYSICAL
Jan-19,F104710,Karnataka,Chikkaballapur,Gauribidanur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104773,Maharashtra,Yavatmal,Darwha,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104774,Madhya Pradesh,Ratlam,Ratlam,  21 ,"  62,972 ","  1,261 ",PHYSICAL
Jan-19,F104778,Maharashtra,Gondia,Sadak Arjuni,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104787,Madhya Pradesh,Jhabua,Jhabua,  29 ,"  416,740 ","  11,038 ",PHYSICAL
Jan-19,F104815,Madhya Pradesh,Vidisha,Ahmedpur,  5 ,"  7,325 ",  276 ,PHYSICAL
Jan-19,F104816,Madhya Pradesh,Ratlam,Ratlam,  2 ,"  21,416 ",  -   ,PHYSICAL
Jan-19,F104822,Maharashtra,Sangli,Khanapur,  1 ,"  10,224 ",  27 ,PHYSICAL
Jan-19,F104828,Karnataka,Bangalore,Bangalore South,  6 ,"  55,658 ",  145 ,PHYSICAL
Jan-19,F104840,Karnataka,Bangalore,Anekal,  15 ,"  175,282 ",  756 ,PHYSICAL
Jan-19,F104845,Madhya Pradesh,Mandsaur,Mandsaur,  22 ,"  109,627 ","  2,228 ",PHYSICAL
Jan-19,F104853,Madhya Pradesh,Gwalior,Gwalior,  7 ,"  76,586 ",  -   ,PHYSICAL
Jan-19,F104855,Madhya Pradesh,Shivpuri,Shivpuri,  1 ,"  10,745 ",  27 ,PHYSICAL
Jan-19,F104856,Tamil Nadu,Coimbatore,Coimbatore North,  2 ,"  18,747 ",  189 ,PHYSICAL
Jan-19,F104861,Madhya Pradesh,Gwalior,Gwalior,  5 ,"  54,029 ",  253 ,PHYSICAL
Jan-19,F103387,Karnataka,Udupi,Udupi,  53 ,"  542,141 ","  15,080 ",PHYSICAL
Jan-19,F103659,Karnataka,Udupi,Kundapura,  65 ,"  319,907 ","  7,270 ",PHYSICAL
Jan-19,F103400,Karnataka,Kolar,Malur,  42 ,"  482,924 ","  12,434 ",PHYSICAL
Jan-19,F103231,Karnataka,Tumkur,Chikkanayakanahlli,  32 ,"  531,023 ","  14,502 ",PHYSICAL
Jan-19,F103240,Karnataka,Dharwad,Hubli,  1 ,"  4,280 ",  103 ,PHYSICAL
Jan-19,F103212,Karnataka,Udupi,Udupi,  1 ,  457 ,  21 ,PHYSICAL
Jan-19,F103486,Karnataka,Hassan,Arkalgud,  22 ,"  208,959 ","  5,308 ",PHYSICAL
Jan-19,F103570,Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103343,Andhra Pradesh,Ananthapur,Kalyandurg,  2 ,"  30,783 ",  676 ,PHYSICAL
Jan-19,F103690,Kerala,Kasargod,Hosdurg,  2 ,"  11,150 ",  249 ,PHYSICAL
Jan-19,F103650,Karnataka,Chickmagalur,Chikmagalur,  43 ,"  902,125 ","  19,921 ",PHYSICAL
Jan-19,F104583,Tamil Nadu,Coimbatore,Coimbatore North,  18 ,"  262,355 ","  3,394 ",PHYSICAL
Jan-19,F103671,Kerala,Kollam,Kottarakkara,  1 ,"  2,122 ",  54 ,PHYSICAL
Jan-19,F104419,Tamil Nadu,Theni,Uthamapalayam,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103470,Andhra Pradesh,Ananthapur,Anantapur,  7 ,"  231,717 ","  5,599 ",PHYSICAL
Jan-19,F103472,Andhra Pradesh,Ananthapur,Anantapur,  2 ,"  1,897 ",  34 ,PHYSICAL
Jan-19,F103377,Karnataka,Kolar,Bangarapet,  45 ,"  130,210 ","  3,408 ",PHYSICAL
Jan-19,F103975,Maharashtra,Sangli,Tasgaon,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103737,Andhra Pradesh,Kurnool,Kurnool,  9 ,"  179,779 ","  10,600 ",PHYSICAL
Jan-19,F103791,Karnataka,Ramanagar,Magadi,  1 ,"  35,905 ","  1,042 ",PHYSICAL
Jan-19,F103710,Karnataka,Kodagu,Virajpet,  1 ,"  9,078 ",  252 ,PHYSICAL
Jan-19,F103538,Karnataka,Tumkur,Turuvekere,  1 ,"  15,456 ",  301 ,PHYSICAL
Jan-19,F103661,Karnataka,Bellary,Hb Halli,  -   ,  -   ,  12 ,PHYSICAL
Jan-19,F167219,Andhra Pradesh,East Godavari,Kakinada (Urban),  6 ,"  23,153 ",  371 ,PHYSICAL
Jan-19,F103649,Telangana,Karim Nagar,Arepalli,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103717,Tamil Nadu,Sivaganga,Tirupattur,  17 ,"  141,565 ","  3,018 ",PHYSICAL
Jan-19,F103829,Maharashtra,Sangli,Miraj,  2 ,"  14,200 ",  55 ,PHYSICAL
Jan-19,F103851,Madhya Pradesh,Indore,Indore,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103525,Andhra Pradesh,Kurnool,Kurnool,  32 ,"  265,633 ","  7,233 ",PHYSICAL
Jan-19,F103877,Telangana,Warangal,Nekkonda,  2 ,"  1,923 ",  74 ,PHYSICAL
Jan-19,F104739,Kerala,Kannur,Taliparamba,  3 ,"  44,950 ",  280 ,PHYSICAL
Jan-19,F103892,Telangana,Warangal,Narsampet,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F168555,Madhya Pradesh,Sehore,Budhni,  1 ,"  11,015 ",  -   ,PHYSICAL
Jan-19,F103888,Karnataka,Chitradurga,Hosadurga,  1 ,  -   ,  -   ,PHYSICAL
Jan-19,F104860,Madhya Pradesh,Indore,Indore,  11 ,"  114,331 ",  542 ,PHYSICAL
Jan-19,F103910,Andhra Pradesh,Kurnool,Kurnool,  1 ,  -   ,  48 ,PHYSICAL
Jan-19,F103875,Madhya Pradesh,Hoshangabad,Hoshangabad,  19 ,"  56,245 ","  2,061 ",PHYSICAL
Jan-19,F103813,Andhra Pradesh,Ananthapur,Peddapappur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103340,Andhra Pradesh,Ananthapur,Gooty,  15 ,"  219,922 ","  4,610 ",PHYSICAL
Jan-19,F175641,Karnataka,Kolar,Bangarpet,  9 ,"  41,338 ","  1,532 ",PHYSICAL
Jan-19,F103824,Maharashtra,Thane,Thane,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F103485,Karnataka,Hassan,Sakleshpur,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104755,Maharashtra,Sangli,Miraj,  40 ,"  986,114 ","  20,466 ",PHYSICAL
Jan-19,F103339,Andhra Pradesh,Ananthapur,Dharmavaram,  -   ,  -   ,  -   ,PHYSICAL
Jan-19,F104483,Andhra Pradesh,Krishna,Machilipatnam,  -   ,  -   ,  -   ,PHYSICAL
