Month,franchiseId,State,District ,Town,totalRf,totalSales,totalEarnings,Type
Jun-18,F104498,Tamil Nadu,Tiruchirappalli,Manapparai,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F165561,Telangana,Warangal,Parkal,  7 ,"  294,442 ","  2,700 ",PHYSICAL
Jun-18,F103625,Karnataka,Raichur,Raichur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103749,Karnataka,Udupi,Siddapura,  2 ,"  4,212 ",  73 ,PHYSICAL
Jun-18,F104679,Kerala,Thiruvananthapuram,Chirayinkeezhu,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104317,Andhra Pradesh,Kurnool,Banaganapalle,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104413,Andhra Pradesh,Vizianagaram,Salur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103632,Karnataka,Gulbarga,Gulbarga,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104733,Karnataka,Bangalore Rural,Hoskote,  1 ,"  1,840 ",  37 ,PHYSICAL
Jun-18,F104762,Maharashtra,Amravati,Ambada E,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103303,Karnataka,Shimoga,Shikarpur,  1 ,"  5,396 ",  112 ,PHYSICAL
Jun-18,F104124,Andhra Pradesh,Cuddapah,Pulivendla,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103825,Karnataka,Koppal,Gangavathi,  2 ,"  29,916 ",  638 ,PHYSICAL
Jun-18,F103951,Karnataka,Chamrajnagar,Kollegal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104803,Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104222,Telangana,Mahabub Nagar,Gadwal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104261,Karnataka,Mandya,Malavalli,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104363,Telangana,Mahabub Nagar,Bhogaram,  1 ,"  10,882 ",  173 ,PHYSICAL
Jun-18,F104290,Andhra Pradesh,Srikakulam,Palasa Mandal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103522,Karnataka,Koppal,Yelburga,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103983,Madhya Pradesh,Indore,Sanwer,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104527,Andhra Pradesh,Kurnool,Kurnool,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F161023,Telangana,Adilabad,Mancherial,  9 ,"  28,720 ",  862 ,PHYSICAL
Jun-18,F104605,Telangana,Mahabub Nagar,Amangal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F166351,Madhya Pradesh,Morena,Morena,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103670,Kerala,Thiruvananthapuram,Neyyattinkara,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103627,Karnataka,Yadgir,Shahpur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103487,Karnataka,Kolar,Chintamani,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103438,Karnataka,Bijapur(KAR),Indi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103442,Karnataka,Chickmagalur,Chikmagalur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104719,Maharashtra,Satara,Karad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104602,Madhya Pradesh,Ujjain,Khacharod,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103401,Karnataka,Dakshina Kannada,Puttur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104056,Andhra Pradesh,Cuddapah,Rajampet,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104531,Andhra Pradesh,Kurnool,Dhone,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F161004,Karnataka,Shimoga,Shimoga,  7 ,"  1,067,451 ","  16,186 ",PHYSICAL
Jun-18,F104204,Tamil Nadu,Tiruchirappalli,Manapparai,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103532,Andhra Pradesh,Prakasam,Kandukur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103813,Andhra Pradesh,Ananthapur,Peddapappur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104512,Telangana,K.V.Rangareddy,Saroornagar,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104524,Madhya Pradesh,Rajgarh,Sarangpur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104424,Andhra Pradesh,Srikakulam,Ichchapuram Mandal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103554,Karnataka,Chickmagalur,Narasimharajapura,  1 ,"  2,878 ",  63 ,PHYSICAL
Jun-18,F103897,Madhya Pradesh,Dewas,Bagli,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104086,Madhya Pradesh,Ujjain,Ujjain,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103833,Karnataka,Dakshina Kannada,Mangalore,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103490,Karnataka,Koppal,Koppal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103772,Karnataka,Gadag,Gadag,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103226,Karnataka,Chickmagalur,Koppa,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F164615,Telangana,Mahabub Nagar,Mahbubnagar,  4 ,  -   ,  -   ,PHYSICAL
Jun-18,F103591,Maharashtra,Kolhapur,Kagal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104098,Telangana,Nizamabad,Nizamabad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103513,Karnataka,Kolar,Mulbagal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104666,Telangana,Adilabad,Mancherail-2,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103443,Karnataka,Bijapur(KAR),B.bagewadi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103263,Karnataka,Davangere,Channagiri,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103350,Kerala,Kasargod,Kasaragod,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104133,Telangana,Mahabub Nagar,Addakal,  1 ,"  1,150 ",  27 ,PHYSICAL
Jun-18,F104203,Madhya Pradesh,Dhar,Dhar,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103312,Karnataka,Uttara Kannada,Kumta,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104829,Maharashtra,Nanded,Umari,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103454,Kerala,Kozhikode,Kozhikode,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104378,Telangana,Nizamabad,Nizamabad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103471,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104034,Karnataka,Davangere,Channagiri,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103323,Karnataka,Chickmagalur,Kadur,  8 ,"  5,344 ",  105 ,PHYSICAL
Jun-18,F104037,Andhra Pradesh,Cuddapah,Badvel,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104077,Andhra Pradesh,Krishna,Reddigudem,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103238,Karnataka,Belgaum,Khanapur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103698,Karnataka,Chickmagalur,Chikmagalur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103306,Karnataka,Belgaum,Chikodi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103341,Karnataka,Dakshina Kannada,Bantval,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103872,Telangana,Warangal,Kesamudram,  1 ,"  2,181 ",  33 ,PHYSICAL
Jun-18,F101019,Gujarat,Rajkot,Upleta,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103361,Karnataka,Ramanagar,Kanakapura,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103589,Tamil Nadu,Vellore,Katpadi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104194,Andhra Pradesh,Chittoor,Kalikiri,  1 ,  517 ,  25 ,PHYSICAL
Jun-18,F103300,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104418,Karnataka,Gulbarga,Gulbarga,  5 ,  -   ,  -   ,PHYSICAL
Jun-18,F103410,Karnataka,Ramanagar,Ramanagara,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104778,Maharashtra,Gondia,Sadak Arjuni,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104200,Andhra Pradesh,Krishna,Tiruvuru,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104227,Telangana,Adilabad,Mancherial,  1 ,"  1,780 ",  36 ,PHYSICAL
Jun-18,F103889,Maharashtra,Sangli,Jat,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103515,Karnataka,Belgaum,Belgaum,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104440,Kerala,Kannur,Aniyaram,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F101037,Gujarat,Panch Mahals,Lunawada,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104477,Madhya Pradesh,Bhopal,Bhopal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104334,Andhra Pradesh,Ananthapur,Uravakonda,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104206,Tamil Nadu,Ramanathapuram,Ramanathapuram,  3 ,"  3,069 ",  109 ,PHYSICAL
Jun-18,F103221,Karnataka,Chickmagalur,Mudigere,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104165,Madhya Pradesh,Indore,Indore,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103832,Telangana,Karim Nagar,Gattepalli,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103404,Karnataka,Dharwad,Alnavar,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104089,Andhra Pradesh,Krishna,Krishna,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104529,Tamil Nadu,Nagapattinam,Mayiladuthurai,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104518,Andhra Pradesh,Krishna,Chatrai,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103520,Kerala,Palakkad,Alathur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104534,Telangana,Adilabad,Luxettipet,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F167983,Rajasthan,Dholpur,Bari,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103255,Karnataka,Mysore,Nanjangud,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103280,Karnataka,Uttara Kannada,Bhatkal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103678,Karnataka,Hassan,Hassan,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103363,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104521,Karnataka,Chickmagalur,Kadur,  1 ,"  12,999 ",  196 ,PHYSICAL
Jun-18,F104447,Andhra Pradesh,Srikakulam,Saravakota Mandal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104711,Karnataka,Bijapur(KAR),Bijapur,  9 ,  -   ,  -   ,PHYSICAL
Jun-18,F104357,Telangana,Warangal,Mulug,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103796,Andhra Pradesh,Cuddapah,Veeraballe,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104262,Telangana,Mahabub Nagar,Gadwal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104152,Telangana,Medak,Chatlapally,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103552,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103407,Karnataka,Uttara Kannada,Haliyal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103445,Karnataka,Dakshina Kannada,Puttur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103752,Karnataka,Kodagu,Virajpet,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103776,Karnataka,Uttara Kannada,Sirsi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104126,Karnataka,Mysore,K R Nagar,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103850,Telangana,Nalgonda,Huzurnagar,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104312,Telangana,Warangal,Wardhannapet,  1 ,  -   ,  -   ,PHYSICAL
Jun-18,F103841,Karnataka,Dakshina Kannada,Sullia,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104426,Karnataka,Tumkur,Pavagada,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103845,Karnataka,Tumkur,Sira,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103218,Karnataka,Mandya,Srirangapatna,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104074,Andhra Pradesh,Kurnool,Kurnool,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103310,Karnataka,Shimoga,Shimoga,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F168635,Andhra Pradesh,Chittoor,Srikalahasti,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103426,Karnataka,Bangalore,Bangalore North,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103990,Tamil Nadu,Tiruvarur,Nannilam,  16 ,"  8,948 ",  324 ,PHYSICAL
Jun-18,F101029,Gujarat,Panch Mahals,Godhra,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104088,Karnataka,Shimoga,Shimoga,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F168340,Kerala,Thiruvananthapuram,Chirayinkil,  3 ,"  21,526 ",  452 ,PHYSICAL
Jun-18,F104429,Madhya Pradesh,Barwani,Anjad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103264,Karnataka,Kolar,Mulbagal,  1 ,"  9,065 ",  146 ,PHYSICAL
Jun-18,F104067,Maharashtra,Sangli,Kavathe Mahankal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103976,Tamil Nadu,Theni,Bodinayakanur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104483,Andhra Pradesh,Krishna,Machilipatnam,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103595,Andhra Pradesh,East Godavari,Razole,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104722,Andhra Pradesh,East Godavari,Amalapuram,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104401,Andhra Pradesh,Vizianagaram,Vizianagaram,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104731,Karnataka,Kolar,Mulbagal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104573,Andhra Pradesh,Krishna,Krishna,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104402,Madhya Pradesh,Sehore,Budhni,  -   ,  -   ,  10 ,PHYSICAL
Jun-18,F103600,Andhra Pradesh,East Godavari,Atreyapuram Mandal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103680,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103702,Karnataka,Dakshina Kannada,Sullia,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F164613,Karnataka,Shimoga,Shimoga,  1 ,"  44,613 ",  669 ,PHYSICAL
Jun-18,F103612,Karnataka,Bidar,Basavakalyan,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103816,Andhra Pradesh,Guntur,Repalle,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103346,Karnataka,Hassan,Channarayapatna,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103408,Karnataka,Shimoga,Sagar,  2 ,"  2,799 ",  45 ,PHYSICAL
Jun-18,F103674,Tamil Nadu,Tiruchirappalli,Manapparai,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103697,Andhra Pradesh,Ananthapur,Mudigubba,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F100983,Gujarat,Panch Mahals,Godhra,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103803,Telangana,Warangal,Warangal,  1 ,"  13,608 ",  204 ,PHYSICAL
Jun-18,F103663,Karnataka,Dakshina Kannada,Bantval,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103418,Karnataka,Belgaum,Bailhongal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104450,Madhya Pradesh,Shivpuri,Narwar,  2 ,"  52,991 ","  1,210 ",PHYSICAL
Jun-18,F101017,Gujarat,Kheda,Nadiad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104726,Karnataka,Tumkur,Madhugiri,  2 ,  -   ,  -   ,PHYSICAL
Jun-18,F104493,Telangana,Mahabub Nagar,Kothakota,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103412,Karnataka,Koppal,Koppal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104788,Maharashtra,Nagpur,Kamptee,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103820,Karnataka,Raichur,Lingasugur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103870,Tamil Nadu,Salem,Salem,  6 ,"  26,394 ",  670 ,PHYSICAL
Jun-18,F104640,Tamil Nadu,Kanyakumari,Vilavancode,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F162677,Karnataka,Yadgir,Shahpur,  10 ,  -   ,  -   ,PHYSICAL
Jun-18,F103477,Karnataka,Mysore,Periyapatna,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104621,Maharashtra,Aurangabad,Aurangabad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103360,Andhra Pradesh,Cuddapah,Proddatur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103481,Karnataka,Shimoga,Hosanagara,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104319,Kerala,Wayanad,Vythiri,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104473,Telangana,Khammam,Yellandu,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103618,Karnataka,Chickmagalur,Koppa,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103957,Karnataka,Mysore,T Narasipura,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103508,Karnataka,Mysore,Mysore,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103514,Karnataka,Chamrajnagar,Kollegal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104352,Andhra Pradesh,Srikakulam,Sompeta Mandal,  1 ,"  1,394 ",  38 ,PHYSICAL
Jun-18,F103234,Karnataka,Belgaum,Sampgaon,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103353,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104164,Andhra Pradesh,Kurnool,Kurnool,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104000,Kerala,Kasargod,Kasaragod,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104775,Kerala,Palakkad,Mannarkad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104546,Karnataka,Mysore,H D Kote,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104081,Andhra Pradesh,Kurnool,Kurnool,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103203,Karnataka,Bijapur(KAR),Bijapur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104116,Karnataka,Hassan,Arsikere,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103783,Karnataka,Raichur,Deodurga,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103441,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103780,Karnataka,Koppal,Gamgavatjhi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103610,Karnataka,Dharwad,Hubli,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103469,Karnataka,Belgaum,Gokak,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103987,Kerala,Kannur,Kannur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103824,Maharashtra,Thane,Thane,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103965,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103506,Karnataka,Chickmagalur,Tarikere,  1 ,  512 ,  12 ,PHYSICAL
Jun-18,F104500,Madhya Pradesh,Morena,Sabalgarh,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104350,Telangana,Medak,Kadlakal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103394,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104833,Pondicherry,Pondicherry,Pondicherry,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104030,Andhra Pradesh,Kurnool,Allagadda,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104281,Andhra Pradesh,Guntur,Nizampatnam,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F100968,Gujarat,Rajkot,Jetpur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103972,Telangana,Jagtial,Koratla,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104747,Tamil Nadu,Pudukkottai,Pudukkottai,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103493,Karnataka,Shimoga,Bhadravathii,  3 ,"  10,120 ",  237 ,PHYSICAL
Jun-18,F104006,Andhra Pradesh,East Godavari,Yeleswaram,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103880,Tamil Nadu,Tiruchirappalli,Lalgudi,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104001,Karnataka,Mandya,Srirangapatna,  5 ,"  47,545 ","  1,026 ",PHYSICAL
Jun-18,F104580,Telangana,Khammam,Khammam (Urban),  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103478,Karnataka,Uttara Kannada,Mundgod,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104323,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F100043,Goa,South Goa,Salcete,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104922,Karnataka,Belgaum,Bailhongal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103979,Karnataka,Mandya,Pandavapura,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103527,Karnataka,Mysore,Mysore,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104547,Andhra Pradesh,Ananthapur,Puttaparthi,  1 ,"  5,923 ",  104 ,PHYSICAL
Jun-18,F104157,Maharashtra,Aurangabad,Khuldabad,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104011,Andhra Pradesh,Guntur,Mangalagiri,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103801,Telangana,Nalgonda,Bhongir,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103320,Karnataka,Chickmagalur,Kadur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104773,Maharashtra,Yavatmal,Darwha,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104159,Maharashtra,Nashik,Sinnar,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104292,Andhra Pradesh,Guntur,Ponnuru,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F100993,Gujarat,Dahod,Limkheda,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104054,Madhya Pradesh,Sehore,Sehore,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103790,Andhra Pradesh,Cuddapah,Galiveedu,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103995,Maharashtra,Solapur,Sangola,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103413,Andhra Pradesh,Chittoor,Punganur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103729,Karnataka,Tumkur,C.n.halli,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103982,Karnataka,Dakshina Kannada,Bantwal,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103683,Karnataka,Haveri,Ranebennur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103828,Karnataka,Shimoga,Hosanagara,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104757,Maharashtra,Gondia,Tirora,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F103559,Karnataka,Yadgir,Shahpur,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F168329,Kerala,Thiruvananthapuram,Balaramapuram,  5 ,"  62,930 ","  1,277 ",PHYSICAL
Jun-18,F168634,Tamil Nadu,Madurai,Tirumangalam,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104575,Tamil Nadu,Tirunelveli,Radhapuram,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F101022,Gujarat,Banaskantha,Disa,  -   ,  -   ,  -   ,PHYSICAL
Jun-18,F104415,Karnataka,Bidar,Humnabad,  1 ,"  4,785 ",  144 ,PHYSICAL
Jun-18,F164616,Telangana,Adilabad,Mudhole,  7 ,  -   ,  -   ,PHYSICAL
Jun-18,F103753,Karnataka,Bellary,Sandur,  3 ,"  18,676 ",  309 ,PHYSICAL
Jun-18,F161021,Telangana,Medak,Medak,  3 ,  -   ,  -   ,PHYSICAL
Jun-18,F104091,Andhra Pradesh,Nellore,Gudur,  1 ,"  1,481 ",  45 ,PHYSICAL
Jun-18,F168399,Madhya Pradesh,Ratlam,Jaora,  1 ,"  2,650 ",  53 ,PHYSICAL
Jun-18,F161020,Telangana,Medak,Medak,  4 ,  -   ,  -   ,PHYSICAL
Jun-18,F153701,Karnataka,Belgaum,Athani,  6 ,  -   ,  10 ,PHYSICAL
Jun-18,F164607,Karnataka,Haveri,Ranebennur,  4 ,  -   ,  -   ,PHYSICAL
Jun-18,F104146,Andhra Pradesh,Prakasam,Kanigiri,  2 ,"  12,909 ",  212 ,PHYSICAL
Jun-18,F104272,Karnataka,Bellary,Hospet,  3 ,"  12,233 ",  208 ,PHYSICAL
Jun-18,F104308,Karnataka,Koppal,Koppal,  1 ,  -   ,  -   ,PHYSICAL
Jun-18,F104662,Telangana,Nizamabad,Nizamabad,  1 ,"  40,630 ","  1,038 ",PHYSICAL
Jun-18,F103291,Karnataka,Shimoga,Shimoga,  1 ,"  2,100 ",  32 ,PHYSICAL
Jun-18,F164610,Karnataka,Gulbarga,Gulbarga,  6 ,  -   ,  -   ,PHYSICAL
Jun-18,F168277,Madhya Pradesh,Morena,Morena,  1 ,"  27,453 ",  789 ,PHYSICAL
Jun-18,F161006,Karnataka,Gadag,Gadag,  6 ,  -   ,  -   ,PHYSICAL
Jun-18,F165559,Karnataka,Bagalkot,Bagalkot,  4 ,  -   ,  -   ,PHYSICAL
Jun-18,F104307,Karnataka,Gadag,Gadag,  1 ,  -   ,  -   ,PHYSICAL
Jun-18,F104463,Telangana,Jagtial,Metpalli,  1 ,  -   ,  -   ,PHYSICAL
Jun-18,F104142,Karnataka,Davangere,Davanagere,  2 ,  -   ,  -   ,PHYSICAL
Jun-18,F140594,Karnataka,Bijapur(KAR),Sindgi,  2 ,  -   ,  -   ,PHYSICAL
Jun-18,F104820,Karnataka,Belgaum,Chikodi,  5 ,  -   ,  -   ,PHYSICAL
Jun-18,F140351,Karnataka,Bangalore Rural,Hoskote,  1 ,  -   ,  -   ,PHYSICAL
