Month,franchiseId,State,District ,Town,totalRf,totalSales,totalEarnings,Type
Jan-19,F103788,Karnataka,Kolar,Bangarapet,  22 ,"  610,505 ","  4,045 ",DIGITAL
Jan-19,F167953,Madhya Pradesh,Hoshangabad,Hoshangabad,  6 ,"  1,396,348 ","  2,840 ",DIGITAL
Jan-19,F103952,Madhya Pradesh,Indore,Indore,  15 ,"  1,279,118 ","  2,970 ",DIGITAL
Jan-19,F103842,Andhra Pradesh,Ananthapur,Tadipatri,  28 ,"  2,268,443 ","  6,127 ",DIGITAL
Jan-19,F103945,Tamil Nadu,Erode,Erode,  7 ,"  39,835 ",  149 ,DIGITAL
Jan-19,F103883,Tamil Nadu,Salem,Salem,  3 ,"  171,504 ",  415 ,DIGITAL
Jan-19,F103929,Tamil Nadu,Ramanathapuram,Rameswaram,  13 ,"  150,285 ",  900 ,DIGITAL
Jan-19,F103968,Telangana,Nalgonda,Nalgonda,  15 ,"  1,589,835 ","  4,256 ",DIGITAL
Jan-19,F103405,Andhra Pradesh,Prakasam,Ongole,  77 ,"  14,821,916 ","  34,430 ",DIGITAL
Jan-19,F103760,Tamil Nadu,Coimbatore,Mettupalayam,  4 ,"  93,101 ",  298 ,DIGITAL
Jan-19,F103616,Maharashtra,Solapur,Malshiras,  1 ,"  117,231 ",  245 ,DIGITAL
Jan-19,F103870,Tamil Nadu,Salem,Salem,  3 ,"  1,729 ",  13 ,DIGITAL
Jan-19,F104037,Andhra Pradesh,Cuddapah,Badvel,  1 ,"  20,800 ",  42 ,DIGITAL
Jan-19,F104801,Madhya Pradesh,Ujjain,Ujjain,  2 ,"  33,726 ",  69 ,DIGITAL
Jan-19,F165376,Madhya Pradesh,Dhar,Dhar,  49 ,"  16,931,504 ","  34,690 ",DIGITAL
Jan-19,F104041,Andhra Pradesh,Nellore,Tada,  29 ,"  21,653,477 ","  45,037 ",DIGITAL
Jan-19,F172078,Madhya Pradesh,Dhar,Sardarpur,  30 ,"  79,728 ",  191 ,DIGITAL
Jan-19,F104025,Tamil Nadu,Cuddalore,Tittakudi,  19 ,"  1,692,358 ","  3,805 ",DIGITAL
Jan-19,F104533,Tamil Nadu,Nilgiris,Udhagamandalam,  4 ,"  967,472 ","  2,320 ",DIGITAL
Jan-19,F103982,Karnataka,Dakshina Kannada,Bantwal,  2 ,"  17,608 ",  111 ,DIGITAL
Jan-19,F104598,Madhya Pradesh,Mandsaur,Mandsaur,  1 ,"  759,985 ","  1,526 ",DIGITAL
Jan-19,F104068,Madhya Pradesh,Dhar,Dhar,  13 ,"  600,469 ","  1,725 ",DIGITAL
Jan-19,F168648,Karnataka,Kodagu,Virajpet,  11 ,"  236,776 ","  1,843 ",DIGITAL
Jan-19,F104144,Andhra Pradesh,Cuddapah,Proddatur,  11 ,"  12,586,078 ","  25,220 ",DIGITAL
Jan-19,F104078,Karnataka,Chickmagalur,Chikmagalur,  29 ,"  170,598 ","  1,039 ",DIGITAL
Jan-19,F103364,Karnataka,Udupi,Udupi,  8 ,"  10,716 ",  67 ,DIGITAL
Jan-19,F173331,Karnataka,Kolar,Kolar,  11 ,"  2,574,257 ","  5,379 ",DIGITAL
Jan-19,F104730,Kerala,Malappuram,Ponnani,  5 ,"  1,859,973 ","  3,753 ",DIGITAL
Jan-19,F104099,Andhra Pradesh,Krishna,Nuzvid,  4 ,"  71,993 ",  509 ,DIGITAL
Jan-19,F175888,Madhya Pradesh,Mandsaur,Mandsaur,  20 ,"  2,200,271 ","  4,918 ",DIGITAL
Jan-19,F103577,Maharashtra,Sangli,Khanapur,  22 ,"  1,305,643 ","  4,010 ",DIGITAL
Jan-19,F104136,Andhra Pradesh,Prakasam,Kanigiri,  36 ,"  6,275,156 ","  13,810 ",DIGITAL
Jan-19,F104109,Andhra Pradesh,Nellore,Venkatachalam,  8 ,"  1,223,266 ","  2,814 ",DIGITAL
Jan-19,F103822,Karnataka,Bagalkot,Jamkhandi,  1 ,"  2,399 ",  7 ,DIGITAL
Jan-19,F104304,Karnataka,Kodagu,Somwarpet,  27 ,"  1,330,723 ","  4,410 ",DIGITAL
Jan-19,F104159,Maharashtra,Nashik,Sinnar,  2 ,"  1,869 ",  9 ,DIGITAL
Jan-19,F104826,Kerala,Kannur,Taliparamba,  5 ,"  95,234 ",  329 ,DIGITAL
Jan-19,F104063,Karnataka,Hassan,Hassan,  14 ,"  25,269 ",  93 ,DIGITAL
Jan-19,F173063,Karnataka,Hassan,Belur,  5 ,"  8,764 ",  42 ,DIGITAL
Jan-19,F171521,Madhya Pradesh,Morena,Morena,  14 ,"  2,622,416 ","  5,369 ",DIGITAL
Jan-19,F103936,Maharashtra,Solapur,Malshiras,  16 ,"  4,534,254 ","  9,782 ",DIGITAL
Jan-19,F104052,Tamil Nadu,Karur,Aravakurichi,  2 ,"  46,185 ",  107 ,DIGITAL
Jan-19,F166353,Madhya Pradesh,Morena,Morena,  1 ,"  2,949,098 ","  5,919 ",DIGITAL
Jan-19,F104633,Kerala,Thrissur,Kodungallur,  9 ,"  8,456,801 ","  17,043 ",DIGITAL
Jan-19,F104560,Telangana,K.V.Rangareddy,Rangareddy,  27 ,"  15,260,926 ","  34,291 ",DIGITAL
Jan-19,F104128,Telangana,Mahabub Nagar,Baswaipalli,  8 ,"  55,942 ",  442 ,DIGITAL
Jan-19,F104233,Telangana,Khammam,Yellandu,  2 ,"  6,060 ",  12 ,DIGITAL
Jan-19,F172974,Tamil Nadu,Thanjavur,Thanjavur,  10 ,"  289,821 ","  2,311 ",DIGITAL
Jan-19,F168657,Andhra Pradesh,Guntur,Sattenapalle,  4 ,"  35,628 ",  179 ,DIGITAL
Jan-19,F104253,Telangana,Mahabub Nagar,Abhangapur,  10 ,"  211,523 ",  828 ,DIGITAL
Jan-19,F104258,Andhra Pradesh,Chittoor,Tirupati (Urban),  5 ,"  428,698 ","  1,281 ",DIGITAL
Jan-19,F104271,Tamil Nadu,Erode,Erode,  45 ,"  8,557,593 ","  17,936 ",DIGITAL
Jan-19,F168328,Madhya Pradesh,Shivpuri,Shivpuri,  16 ,"  121,022 ",  864 ,DIGITAL
Jan-19,F104286,Telangana,Mahabub Nagar,Stn. Jadcherla,  11 ,"  776,359 ","  2,435 ",DIGITAL
Jan-19,F171440,Madhya Pradesh,Morena,Morena,  15 ,"  7,698,454 ","  15,556 ",DIGITAL
Jan-19,F104763,Kerala,Malappuram,Tirur,  11 ,"  2,584,851 ","  5,563 ",DIGITAL
Jan-19,F172449,Maharashtra,Nashik,Malegaon,  6 ,"  16,622 ",  58 ,DIGITAL
Jan-19,F104807,Kerala,Malappuram,Ernad,  52 ,"  13,922,266 ","  33,396 ",DIGITAL
Jan-19,F104355,Maharashtra,Wardha,Wardha,  99 ,"  1,759,641 ","  10,480 ",DIGITAL
Jan-19,F104508,Telangana,Khammam,Aswaraopet,  1 ,  704 ,  6 ,DIGITAL
Jan-19,F104407,Tamil Nadu,Salem,Mettur,  8 ,"  833,431 ","  1,800 ",DIGITAL
Jan-19,F171612,Kerala,Kozhikode,Kozhikode,  33 ,"  18,914,243 ","  38,603 ",DIGITAL
Jan-19,F104410,Telangana,Medak,Siddipet,  27 ,"  13,348,330 ","  30,201 ",DIGITAL
Jan-19,F103669,Karnataka,Uttara Kannada,Bhatkal,  22 ,"  88,662 ",  659 ,DIGITAL
Jan-19,F104461,Madhya Pradesh,Barwani,Sendhwa,  5 ,"  767,739 ","  2,498 ",DIGITAL
Jan-19,F104457,Maharashtra,Amravati,Achalpur City,  2 ,"  77,100 ",  154 ,DIGITAL
Jan-19,F103428,Karnataka,Tumkur,Kunigal,  40 ,"  883,548 ","  5,509 ",DIGITAL
Jan-19,F164612,Telangana,Medak,Siddipet,  10 ,"  13,938,753 ","  27,938 ",DIGITAL
Jan-19,F104371,Andhra Pradesh,Krishna,Bantumilli,  1 ,"  47,404 ",  144 ,DIGITAL
Jan-19,F104338,Maharashtra,Akola,Akoli Jahangir,  5 ,"  20,721 ",  157 ,DIGITAL
Jan-19,F104490,Tamil Nadu,Erode,Erode,  13 ,"  3,340,181 ","  6,879 ",DIGITAL
Jan-19,F165558,Andhra Pradesh,Cuddapah,Cuddapah,  9 ,"  6,268,728 ","  12,604 ",DIGITAL
Jan-19,F173819,Maharashtra,Washim,Chandur,  13 ,"  7,698,248 ","  15,501 ",DIGITAL
Jan-19,F176306,Madhya Pradesh,Bhopal,Huzur,  5 ,"  5,274 ",  11 ,DIGITAL
Jan-19,F176317,Karnataka,Bidar,Humnabad,  26 ,"  350,209 ","  2,343 ",DIGITAL
Jan-19,F104429,Madhya Pradesh,Barwani,Anjad,  1 ,"  4,970 ",  10 ,DIGITAL
Jan-19,F167094,Madhya Pradesh,Bhopal,Huzur,  2 ,"  6,895 ",  19 ,DIGITAL
Jan-19,F104505,Kerala,Malappuram,Tirur,  5 ,"  238,266 ",  511 ,DIGITAL
Jan-19,F104540,Tamil Nadu,Dindigul,Dindigul,  3 ,"  4,996 ",  39 ,DIGITAL
Jan-19,F170778,Tamil Nadu,Coimbatore,Coimbatore North,  8 ,"  177,165 ",  542 ,DIGITAL
Jan-19,F170002,Kerala,Thiruvananthapuram,Thiruvananthapuram,  6 ,"  5,976,281 ","  12,762 ",DIGITAL
Jan-19,F104571,Tamil Nadu,Kanyakumari,Kalkulam,  5 ,"  22,187 ",  162 ,DIGITAL
Jan-19,F104594,Karnataka,Chamrajnagar,Kollegal,  1 ,"  62,204 ",  136 ,DIGITAL
Jan-19,F165318,Tamil Nadu,Tirunelveli,Radhapuram,  15 ,"  163,092 ",  774 ,DIGITAL
Jan-19,F104806,Tamil Nadu,Kanyakumari,Agastheeswaram,  8 ,"  21,177 ",  168 ,DIGITAL
Jan-19,F104581,Madhya Pradesh,Bhopal,Huzur,  6 ,"  2,670,673 ","  5,597 ",DIGITAL
Jan-19,F104523,Andhra Pradesh,Kurnool,Nandyal,  1 ,"  101,734 ",  203 ,DIGITAL
Jan-19,F104603,Kerala,Thiruvananthapuram,Thiruvananthapuram,  2 ,"  834,398 ","  1,854 ",DIGITAL
Jan-19,F104394,Madhya Pradesh,Ujjain,Ujjain,  1 ,"  15,507 ",  46 ,DIGITAL
Jan-19,F104591,Madhya Pradesh,Morena,Sabalgarh,  10 ,"  76,536 ",  217 ,DIGITAL
Jan-19,F166382,Madhya Pradesh,Guna,Guna,  11 ,"  3,813,649 ","  7,670 ",DIGITAL
Jan-19,F104608,Madhya Pradesh,Dhar,Dhar,  14 ,"  1,729,603 ","  3,628 ",DIGITAL
Jan-19,F104544,Andhra Pradesh,Guntur,Atchampet,  2 ,"  31,783 ",  165 ,DIGITAL
Jan-19,F104579,Andhra Pradesh,Krishna,Kaikalur,  47 ,"  627,185 ","  4,125 ",DIGITAL
Jan-19,F104626,Madhya Pradesh,Bhind,Gohad,  7 ,"  3,756,495 ","  7,566 ",DIGITAL
Jan-19,F104468,Karnataka,Bangalore Rural,Doddaballapura,  5 ,"  1,774,013 ","  4,249 ",DIGITAL
Jan-19,F104014,Tamil Nadu,Erode,Sathyamangalam,  1 ,"  326,806 ",  697 ,DIGITAL
Jan-19,F104354,Madhya Pradesh,Gwalior,Gwalior,  7 ,"  105,845 ",  288 ,DIGITAL
Jan-19,F104632,Kerala,Thiruvananthapuram,Thiruvananthapuram,  4 ,"  6,161,217 ","  12,497 ",DIGITAL
Jan-19,F104592,Telangana,Warangal,Warangal,  1 ,"  5,217 ",  36 ,DIGITAL
Jan-19,F104643,Kerala,Malappuram,Ernad,  8 ,"  16,055,677 ","  32,461 ",DIGITAL
Jan-19,F104644,Madhya Pradesh,Ratlam,Jaora,  4 ,"  282,865 ",  596 ,DIGITAL
Jan-19,F168222,Madhya Pradesh,Ratlam,Ratlam,  32 ,"  2,157,591 ","  4,367 ",DIGITAL
Jan-19,F166326,Madhya Pradesh,Hoshangabad,Hoshangabad,  2 ,"  3,950 ",  8 ,DIGITAL
Jan-19,F164625,Kerala,Thiruvananthapuram,Chirayinkeezhu,  32 ,"  2,912,646 ","  8,481 ",DIGITAL
Jan-19,F104681,Andhra Pradesh,Krishna,Vijayawada (Urban),  6 ,"  91,196 ",  241 ,DIGITAL
Jan-19,F104660,Telangana,Medak,Bangla Venkatapur,  10 ,"  302,756 ","  1,198 ",DIGITAL
Jan-19,F104595,Karnataka,Kodagu,Madikeri,  9 ,"  115,666 ",  874 ,DIGITAL
Jan-19,F103919,Andhra Pradesh,Kurnool,Nandyal,  1 ,"  2,487,716 ","  5,011 ",DIGITAL
Jan-19,F104519,Karnataka,Mysore,K R Nagar,  4 ,"  39,277 ",  118 ,DIGITAL
Jan-19,F173074,Tamil Nadu,Tirunelveli,Palayankottai,  24 ,"  1,065,952 ","  3,024 ",DIGITAL
Jan-19,F103731,Tamil Nadu,Madurai,Madurai South,  6 ,"  53,406 ",  221 ,DIGITAL
Jan-19,F168658,Karnataka,Chikkaballapur,Sidlghatta,  6 ,"  1,905,581 ","  3,813 ",DIGITAL
Jan-19,F104667,Madhya Pradesh,Dhar,Sardarpur,  1 ,"  20,000 ",  40 ,DIGITAL
Jan-19,F170586,Madhya Pradesh,Bhopal,Huzur,  11 ,"  10,715,606 ","  21,431 ",DIGITAL
Jan-19,F104789,Madhya Pradesh,Vidisha,Ahmedpur,  6 ,"  353,130 ",  817 ,DIGITAL
Jan-19,F104291,Telangana,Mahabub Nagar,Anugonda,  7 ,"  255,920 ",  815 ,DIGITAL
Jan-19,F180168,Karnataka,Chikkaballapur,Chickballapur,  6 ,"  220,765 ",  492 ,DIGITAL
Jan-19,F104729,Maharashtra,Nagpur,Ramtek,  14 ,"  108,924 ",  740 ,DIGITAL
Jan-19,F168653,Karnataka,Bangalore Rural,Hoskote,  4 ,"  708,622 ","  1,506 ",DIGITAL
Jan-19,F104678,Karnataka,Bangalore Rural,Doddaballapura,  14 ,"  104,912 ",  549 ,DIGITAL
Jan-19,F104717,Kerala,Malappuram,Ernad,  8 ,"  62,228 ",  482 ,DIGITAL
Jan-19,F104727,Andhra Pradesh,West Godavari,Eluru,  4 ,"  126,219 ",  254 ,DIGITAL
Jan-19,F104640,Tamil Nadu,Kanyakumari,Vilavancode,  2 ,  330 ,  1 ,DIGITAL
Jan-19,F104135,Tamil Nadu,Salem,Omalur,  1 ,  -   ,  -   ,DIGITAL
Jan-19,F104221,Karnataka,Hassan,Channarayapatna,  6 ,"  20,192 ",  56 ,DIGITAL
Jan-19,F104722,Andhra Pradesh,East Godavari,Amalapuram,  1 ,  -   ,  -   ,DIGITAL
Jan-19,F103425,Karnataka,Chitradurga,Chitradurga,  2 ,"  14,621 ",  114 ,DIGITAL
Jan-19,F172014,Karnataka,Bellary,Bellary,  3 ,"  50,566 ",  108 ,DIGITAL
Jan-19,F104746,Karnataka,Chikkaballapur,Sidlghatta,  8 ,"  411,484 ","  1,555 ",DIGITAL
Jan-19,F103489,Andhra Pradesh,Cuddapah,Yerraguntla,  4 ,"  10,286 ",  70 ,DIGITAL
Jan-19,F104647,Karnataka,Mandya,Pandavapura,  3 ,"  178,280 ",  377 ,DIGITAL
Jan-19,F104761,Karnataka,Dharwad,Hubli,  22 ,"  3,721,126 ","  10,783 ",DIGITAL
Jan-19,F104825,Karnataka,Chamrajnagar,Kollegal,  6 ,"  64,105 ",  513 ,DIGITAL
Jan-19,F104313,Madhya Pradesh,Bhopal,Huzur,  2 ,"  83,254 ",  181 ,DIGITAL
Jan-19,F103581,Kerala,Malappuram,Tirurangadi,  2 ,"  17,327 ",  40 ,DIGITAL
Jan-19,F104847,Maharashtra,Akola,Akola,  4 ,"  430,837 ",  894 ,DIGITAL
Jan-19,F104718,Maharashtra,Nagpur,Nagpur,  1 ,"  33,635 ",  67 ,DIGITAL
Jan-19,F168454,Maharashtra,Nagpur,Nagpur,  20 ,"  11,324,286 ","  23,226 ",DIGITAL
Jan-19,F171032,Andhra Pradesh,Chittoor,Renigunta,  3 ,"  4,624 ",  12 ,DIGITAL
Jan-19,F104799,Madhya Pradesh,Shivpuri,Shivpuri,  3 ,"  412,745 ",  871 ,DIGITAL
Jan-19,F167119,Madhya Pradesh,Bhopal,Huzur,  1 ,"  17,555 ",  35 ,DIGITAL
Jan-19,F104812,Madhya Pradesh,Dhar,Kukshi,  24 ,"  11,900,276 ","  23,815 ",DIGITAL
Jan-19,F103267,Karnataka,Belgaum,Chikodi,  2 ,  548 ,  4 ,DIGITAL
Jan-19,F103385,Karnataka,Shimoga,Shimoga,  47 ,"  793,013 ","  4,990 ",DIGITAL
Jan-19,F166812,Tamil Nadu,Kanchipuram,Tambaram,  6 ,"  7,111 ",  42 ,DIGITAL
Jan-19,F104777,Tamil Nadu,Tiruvannamalai,Tiruvannamalai,  5 ,"  27,869 ",  223 ,DIGITAL
Jan-19,F104808,Madhya Pradesh,Ratlam,Jaora,  8 ,"  9,935,934 ","  19,872 ",DIGITAL
Jan-19,F104802,Maharashtra,Akola,Akola,  1 ,"  412,880 ",  833 ,DIGITAL
Jan-19,F104827,Madhya Pradesh,Ratlam,Piploda,  3 ,"  3,702,328 ","  7,483 ",DIGITAL
Jan-19,F104022,Telangana,Warangal,Turrur,  2 ,"  59,000 ",  118 ,DIGITAL
Jan-19,F104832,Karnataka,Bangalore,Bangalore South,  4 ,"  15,472,031 ","  31,547 ",DIGITAL
Jan-19,F104794,Tamil Nadu,Tirunelveli,Palayamkottai,  11 ,"  12,198 ",  86 ,DIGITAL
Jan-19,F104842,Tamil Nadu,Cuddalore,Cuddalore,  8 ,"  10,117 ",  81 ,DIGITAL
Jan-19,F104781,Maharashtra,Gondia,Sadak Arjuni,  1 ,"  6,965 ",  14 ,DIGITAL
Jan-19,F104263,Madhya Pradesh,Dhar,Dhar,  1 ,"  3,331,889 ","  6,664 ",DIGITAL
Jan-19,F164030,Karnataka,Ramanagar,Ramanagara,  1 ,"  3,234,192 ","  6,468 ",DIGITAL
Jan-19,F168260,Madhya Pradesh,Indore,Indore,  8 ,"  4,777,062 ","  9,562 ",DIGITAL
Jan-19,F104809,Tamil Nadu,Erode,Erode,  15 ,"  5,735,011 ","  11,900 ",DIGITAL
Jan-19,F104646,Maharashtra,Amravati,Paratwada,  4 ,"  228,919 ",  468 ,DIGITAL
Jan-19,F104090,Tamil Nadu,Salem,Salem,  1 ,"  5,838 ",  47 ,DIGITAL
Jan-19,F171031,Kerala,Ernakulam,Ernakulam,  4 ,"  10,394 ",  83 ,DIGITAL
Jan-19,F167000,Madhya Pradesh,Mandsaur,Garoth,  4 ,"  292,853 ",  620 ,DIGITAL
Jan-19,F104567,Kerala,Thiruvananthapuram,Thiruvananthapuram,  1 ,"  700,517 ","  1,671 ",DIGITAL
Jan-19,F104176,Andhra Pradesh,Chittoor,Tirupati (Urban),  3 ,"  757,267 ","  1,515 ",DIGITAL
Jan-19,F104471,Tamil Nadu,Madurai,Madurai South,  1 ,  -   ,  -   ,DIGITAL
Jan-19,F103876,Madhya Pradesh,Hoshangabad,Archnagaon,  5 ,"  117,174 ",  308 ,DIGITAL
Jan-19,F104820,Karnataka,Belgaum,Chikodi,  2 ,"  83,368 ",  167 ,DIGITAL
Jan-19,F171766,Madhya Pradesh,Ratlam,Ratlam,  4 ,"  295,372 ",  591 ,DIGITAL
Jan-19,F104857,Madhya Pradesh,Ratlam,Jaora,  3 ,"  5,779,672 ","  11,580 ",DIGITAL
Jan-19,F104862,Kerala,Thiruvananthapuram,Thiruvananthapuram,  11 ,"  17,813,612 ","  36,596 ",DIGITAL
Jan-19,F104758,Karnataka,Kolar,Kolar,  19 ,"  2,384,577 ","  5,463 ",DIGITAL
Jan-19,F103367,Karnataka,Shimoga,Hosanagar,  11 ,"  92,128 ",  725 ,DIGITAL
Jan-19,F103359,Kerala,Kasargod,Kasaragod,  18 ,"  310,829 ","  1,665 ",DIGITAL
Jan-19,F103208,Karnataka,Kolar,Chintamani,  9 ,"  129,517 ",  818 ,DIGITAL
Jan-19,F103640,Karnataka,Dharwad,Dharwad,  2 ,"  145,438 ",  704 ,DIGITAL
Jan-19,F103386,Karnataka,Kolar,Bangarapet,  20 ,"  143,071 ","  1,018 ",DIGITAL
Jan-19,F103411,Karnataka,Kolar,Bagepalli,  8 ,"  2,998,734 ","  7,282 ",DIGITAL
Jan-19,F103473,Andhra Pradesh,Chittoor,Madanapalle,  4 ,"  49,519 ",  225 ,DIGITAL
Jan-19,F103358,Kerala,Kannur,Taliparamba,  2 ,"  147,539 ",  306 ,DIGITAL
Jan-19,F103436,Karnataka,Chickmagalur,Chikmagalur,  11 ,"  250,798 ","  1,962 ",DIGITAL
Jan-19,F103623,Karnataka,Udupi,Karkal,  1 ,"  566,020 ","  1,257 ",DIGITAL
Jan-19,F103451,Andhra Pradesh,Prakasam,Kandukur,  1 ,"  61,399 ",  126 ,DIGITAL
Jan-19,F104863,Madhya Pradesh,Dhar,Dhar,  4 ,"  1,138,745 ","  2,336 ",DIGITAL
Jan-19,F166986,Madhya Pradesh,Neemuch,Neemuch,  1 ,"  4,385,598 ","  8,771 ",DIGITAL
Jan-19,F103533,Maharashtra,Sangli,Miraj,  33 ,"  3,308,159 ","  10,611 ",DIGITAL
Jan-19,F103591,Maharashtra,Kolhapur,Kagal,  5 ,"  25,352 ",  171 ,DIGITAL
Jan-19,F103599,Kerala,Kozhikode,Kozhikode,  28 ,"  37,989,572 ","  76,649 ",DIGITAL
Jan-19,F103636,Tamil Nadu,Coimbatore,Coimbatore South,  1 ,"  5,709 ",  11 ,DIGITAL
Jan-19,F153473,Tamil Nadu,Tiruvarur,Koradacherry,  2 ,"  43,281 ",  298 ,DIGITAL
Jan-19,F153702,Madhya Pradesh,Guna,Raghogarh,  1 ,  -   ,  -   ,DIGITAL
Jan-19,F104372,Karnataka,Kodagu,Somvarpet,  33 ,"  925,069 ","  7,266 ",DIGITAL
Jan-19,F103424,Karnataka,Uttara Kannada,Sirsi,  61 ,"  1,066,979 ","  8,458 ",DIGITAL
Jan-19,F103342,Karnataka,Bijapur(KAR),B.bagewadi,  7 ,"  151,527 ","  1,151 ",DIGITAL
Jan-19,F103786,Karnataka,Kodagu,Madikeri,  1 ,"  65,493 ",  350 ,DIGITAL
Jan-19,F103512,Karnataka,Bijapur(KAR),Bijapur,  10 ,"  28,972 ",  220 ,DIGITAL
Jan-19,F103372,Karnataka,Uttara Kannada,Karwar,  44 ,"  561,658 ","  4,399 ",DIGITAL
Jan-19,F103593,Andhra Pradesh,Krishna,Bapulapadu,  4 ,"  102,150 ",  731 ,DIGITAL
Jan-19,F172005,Madhya Pradesh,Gwalior,Gird,  1 ,"  2,000 ",  4 ,DIGITAL
Jan-19,F104865,Madhya Pradesh,Shivpuri,Kolaras,  2 ,"  105,000 ",  210 ,DIGITAL
Jan-19,F103073,Gujarat,Valsad,Pardi,  50 ,"  77,052,366 ","  154,433 ",DIGITAL
Jan-19,F103083,Gujarat,Surat,Olpad,  51 ,"  80,217,645 ","  160,905 ",DIGITAL
Jan-19,F104805,Tamil Nadu,Coimbatore,Tirupur,  2 ,  -   ,  -   ,DIGITAL
Jan-19,F160113,Karnataka,Bangalore,Bangalore South,  6 ,"  28,066,410 ","  56,139 ",DIGITAL
Jan-19,F104830,Madhya Pradesh,Bhopal,Huzur,  1 ,"  6,188,027 ","  12,376 ",DIGITAL
Jan-19,F103960,Madhya Pradesh,Dewas,Dewas,  5 ,"  1,042,054 ","  2,218 ",DIGITAL
Jan-19,F160479,Karnataka,Bangalore,Bangalore South,  11 ,"  31,718,296 ","  63,488 ",DIGITAL
Jan-19,F160501,Gujarat,Rajkot,Wankaner,  8 ,"  16,747,903 ","  35,230 ",DIGITAL
Jan-19,F160442,Gujarat,Surat,Surat,  9 ,"  8,529,101 ","  17,085 ",DIGITAL
Jan-19,F171142,Madhya Pradesh,Ujjain,Khacharod,  6 ,"  16,971 ",  93 ,DIGITAL
Jan-19,F161011,Karnataka,Chikkaballapur,Gauribidanur,  1 ,  -   ,  -   ,DIGITAL
Jan-19,F161020,Telangana,Medak,Medak,  2 ,  398 ,  3 ,DIGITAL
Jan-19,F161023,Telangana,Adilabad,Mancherial,  2 ,"  50,000 ",  100 ,DIGITAL
Jan-19,F161006,Karnataka,Gadag,Gadag,  2 ,"  32,200 ",  64 ,DIGITAL
Jan-19,F104864,Karnataka,Ramanagar,Ramanagara,  1 ,"  5,696,103 ","  11,434 ",DIGITAL
Jan-19,F104854,Karnataka,Bangalore,Bangalore North,  2 ,"  1,366,532 ","  2,733 ",DIGITAL
Jan-19,F173333,Andhra Pradesh,Chittoor,Tirupati (Urban),  5 ,"  1,039,040 ","  2,079 ",DIGITAL
Jan-19,F103768,Karnataka,Raichur,Raichur,  3 ,"  12,474 ",  100 ,DIGITAL
Jan-19,F104418,Karnataka,Gulbarga,Gulbarga,  4 ,"  102,986 ",  224 ,DIGITAL
Jan-19,F104837,Tamil Nadu,Kanchipuram,Tirukalikundram,  6 ,"  11,477 ",  92 ,DIGITAL
Jan-19,F161007,Telangana,Warangal,Warangal,  1 ,"  50,000 ",  100 ,DIGITAL
Jan-19,F103578,Andhra Pradesh,Chittoor,Palamaner,  6 ,"  54,782 ",  296 ,DIGITAL
Jan-19,F103633,Karnataka,Raichur,Deodurga,  12 ,"  371,368 ","  2,969 ",DIGITAL
Jan-19,F104625,Andhra Pradesh,Chittoor,Palamaner,  2 ,"  30,261 ",  241 ,DIGITAL
Jan-19,F103439,Karnataka,Bijapur(KAR),Indi,  17 ,"  349,093 ","  2,742 ",DIGITAL
Jan-19,F101027,Gujarat,Bharuch,Anklesvar,  13 ,"  14,699,723 ","  29,449 ",DIGITAL
Jan-19,F104302,Tamil Nadu,Karur,Aravakurichi,  1 ,"  2,965 ",  24 ,DIGITAL
Jan-19,F164061,Madhya Pradesh,Bhopal,Huzur,  2 ,"  11,759 ",  28 ,DIGITAL
Jan-19,F164327,Madhya Pradesh,Bhopal,Huzur,  3 ,"  2,744,700 ","  5,489 ",DIGITAL
Jan-19,F164617,Telangana,Medak,Siddipet,  2 ,  509 ,  4 ,DIGITAL
Jan-19,F161021,Telangana,Medak,Medak,  2 ,"  100,398 ",  203 ,DIGITAL
Jan-19,F164620,Telangana,Karim Nagar,Arepalli,  2 ,"  71,800 ",  144 ,DIGITAL
Jan-19,F164608,Telangana,Mahabub Nagar,Stn. Jadcherla,  1 ,"  49,950 ",  100 ,DIGITAL
Jan-19,F164615,Telangana,Mahabub Nagar,Mahbubnagar,  3 ,"  42,197 ",  128 ,DIGITAL
Jan-19,F104662,Telangana,Nizamabad,Nizamabad,  1 ,"  99,339 ",  199 ,DIGITAL
Jan-19,F104522,Telangana,Hyderabad,Hyd,  4 ,"  639,713 ","  1,782 ",DIGITAL
Jan-19,F163933,Madhya Pradesh,Morena,Morena,  1 ,"  573,300 ","  1,147 ",DIGITAL
Jan-19,F104849,Madhya Pradesh,Guna,Guna,  2 ,"  65,034 ",  116 ,DIGITAL
Jan-19,F165408,Gujarat,Surat,Palsana,  6 ,"  14,425 ",  84 ,DIGITAL
Jan-19,F165420,Gujarat,Valsad,Umargam,  13 ,"  26,103,463 ","  52,601 ",DIGITAL
Jan-19,F103248,Karnataka,Shimoga,Sorab,  7 ,"  70,990 ",  565 ,DIGITAL
Jan-19,F104671,Andhra Pradesh,Krishna,Pedana,  1 ,"  6,890 ",  14 ,DIGITAL
Jan-19,F165563,Andhra Pradesh,Chittoor,Chinnagottigallu Mandal,  12 ,"  596,729 ","  1,954 ",DIGITAL
Jan-19,F166349,Gujarat,Rajkot,Jetpur,  22 ,"  21,500,101 ","  43,024 ",DIGITAL
Jan-19,F166371,Gujarat,Valsad,Umbergaon,  3 ,"  8,752,790 ","  17,557 ",DIGITAL
Jan-19,F166399,Madhya Pradesh,Bhind,Gohad,  7 ,"  5,987 ",  18 ,DIGITAL
