Month,franchiseId,State,District ,Town,totalRf,totalSales,totalEarnings,Type
Jun-18,F104203,Madhya Pradesh,Dhar,Dhar,  3 ,"  14,370 ",  73 ,DIGITAL
Jun-18,F103312,Karnataka,Uttara Kannada,Kumta,  1 ,"  19,309 ",  97 ,DIGITAL
Jun-18,F104829,Maharashtra,Nanded,Umari,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103454,Kerala,Kozhikode,Kozhikode,  1 ,"  1,225 ",  6 ,DIGITAL
Jun-18,F104378,Telangana,Nizamabad,Nizamabad,  1 ,  10 ,  -   ,DIGITAL
Jun-18,F103471,Karnataka,Bijapur(KAR),Sindgi,  4 ,"  47,230 ",  236 ,DIGITAL
Jun-18,F104034,Karnataka,Davangere,Channagiri,  1 ,"  12,261 ",  61 ,DIGITAL
Jun-18,F103323,Karnataka,Chickmagalur,Kadur,  9 ,"  66,814 ",  334 ,DIGITAL
Jun-18,F104037,Andhra Pradesh,Cuddapah,Badvel,  7 ,"  18,432 ",  92 ,DIGITAL
Jun-18,F104077,Andhra Pradesh,Krishna,Reddigudem,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103238,Karnataka,Belgaum,Khanapur,  2 ,"  20,035 ",  100 ,DIGITAL
Jun-18,F103698,Karnataka,Chickmagalur,Chikmagalur,  2 ,"  36,118 ",  181 ,DIGITAL
Jun-18,F103306,Karnataka,Belgaum,Chikodi,  2 ,"  14,184 ",  71 ,DIGITAL
Jun-18,F103341,Karnataka,Dakshina Kannada,Bantval,  10 ,"  140,843 ",  704 ,DIGITAL
Jun-18,F103872,Telangana,Warangal,Kesamudram,  2 ,"  3,308 ",  17 ,DIGITAL
Jun-18,F101019,Gujarat,Rajkot,Upleta,  2 ,  148 ,  1 ,DIGITAL
Jun-18,F103361,Karnataka,Ramanagar,Kanakapura,  7 ,"  77,946 ",  390 ,DIGITAL
Jun-18,F103589,Tamil Nadu,Vellore,Katpadi,  10 ,"  63,330 ",  317 ,DIGITAL
Jun-18,F104194,Andhra Pradesh,Chittoor,Kalikiri,  3 ,"  52,966 ",  265 ,DIGITAL
Jun-18,F103300,Karnataka,Dharwad,Hubli,  3 ,"  5,706 ",  29 ,DIGITAL
Jun-18,F104418,Karnataka,Gulbarga,Gulbarga,  1 ,  200 ,  1 ,DIGITAL
Jun-18,F103410,Karnataka,Ramanagar,Ramanagara,  1 ,"  5,125 ",  26 ,DIGITAL
Jun-18,F104778,Maharashtra,Gondia,Sadak Arjuni,  5 ,"  26,345 ",  132 ,DIGITAL
Jun-18,F104200,Andhra Pradesh,Krishna,Tiruvuru,  1 ,  728 ,  4 ,DIGITAL
Jun-18,F104227,Telangana,Adilabad,Mancherial,  4 ,  890 ,  4 ,DIGITAL
Jun-18,F103889,Maharashtra,Sangli,Jat,  2 ,"  10,587 ",  53 ,DIGITAL
Jun-18,F103515,Karnataka,Belgaum,Belgaum,  1 ,  340 ,  2 ,DIGITAL
Jun-18,F104440,Kerala,Kannur,Aniyaram,  1 ,"  4,972 ",  25 ,DIGITAL
Jun-18,F101037,Gujarat,Panch Mahals,Lunawada,  1 ,"  1,770 ",  9 ,DIGITAL
Jun-18,F104477,Madhya Pradesh,Bhopal,Bhopal,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F104334,Andhra Pradesh,Ananthapur,Uravakonda,  4 ,"  13,386 ",  67 ,DIGITAL
Jun-18,F104206,Tamil Nadu,Ramanathapuram,Ramanathapuram,  7 ,"  26,397 ",  132 ,DIGITAL
Jun-18,F103221,Karnataka,Chickmagalur,Mudigere,  1 ,  30 ,  -   ,DIGITAL
Jun-18,F104165,Madhya Pradesh,Indore,Indore,  3 ,"  9,168 ",  46 ,DIGITAL
Jun-18,F103832,Telangana,Karim Nagar,Gattepalli,  1 ,"  5,332 ",  27 ,DIGITAL
Jun-18,F103404,Karnataka,Dharwad,Alnavar,  5 ,"  13,484 ",  67 ,DIGITAL
Jun-18,F104089,Andhra Pradesh,Krishna,Krishna,  1 ,  20 ,  -   ,DIGITAL
Jun-18,F104529,Tamil Nadu,Nagapattinam,Mayiladuthurai,  1 ,"  7,737 ",  39 ,DIGITAL
Jun-18,F104518,Andhra Pradesh,Krishna,Chatrai,  9 ,"  85,628 ",  428 ,DIGITAL
Jun-18,F103520,Kerala,Palakkad,Alathur,  1 ,"  17,816 ",  89 ,DIGITAL
Jun-18,F104534,Telangana,Adilabad,Luxettipet,  3 ,"  21,050 ",  105 ,DIGITAL
Jun-18,F167983,Rajasthan,Dholpur,Bari,  1 ,  57 ,  0 ,DIGITAL
Jun-18,F103255,Karnataka,Mysore,Nanjangud,  1 ,"  4,336 ",  22 ,DIGITAL
Jun-18,F103280,Karnataka,Uttara Kannada,Bhatkal,  5 ,"  74,312 ",  372 ,DIGITAL
Jun-18,F103678,Karnataka,Hassan,Hassan,  1 ,"  1,159 ",  6 ,DIGITAL
Jun-18,F103363,Kerala,Kannur,Taliparamba,  1 ,  597 ,  3 ,DIGITAL
Jun-18,F104521,Karnataka,Chickmagalur,Kadur,  3 ,"  25,380 ",  127 ,DIGITAL
Jun-18,F104447,Andhra Pradesh,Srikakulam,Saravakota Mandal,  2 ,"  16,906 ",  85 ,DIGITAL
Jun-18,F104711,Karnataka,Bijapur(KAR),Bijapur,  1 ,  50 ,  0 ,DIGITAL
Jun-18,F104357,Telangana,Warangal,Mulug,  4 ,"  33,306 ",  167 ,DIGITAL
Jun-18,F103796,Andhra Pradesh,Cuddapah,Veeraballe,  3 ,"  26,152 ",  131 ,DIGITAL
Jun-18,F104262,Telangana,Mahabub Nagar,Gadwal,  2 ,  434 ,  2 ,DIGITAL
Jun-18,F104152,Telangana,Medak,Chatlapally,  1 ,"  6,602 ",  33 ,DIGITAL
Jun-18,F103552,Karnataka,Tumkur,Tumkur,  5 ,"  35,314 ",  177 ,DIGITAL
Jun-18,F103407,Karnataka,Uttara Kannada,Haliyal,  2 ,"  7,002 ",  35 ,DIGITAL
Jun-18,F103445,Karnataka,Dakshina Kannada,Puttur,  1 ,  150 ,  1 ,DIGITAL
Jun-18,F103752,Karnataka,Kodagu,Virajpet,  4 ,"  37,189 ",  186 ,DIGITAL
Jun-18,F103776,Karnataka,Uttara Kannada,Sirsi,  6 ,"  93,693 ",  468 ,DIGITAL
Jun-18,F104126,Karnataka,Mysore,K R Nagar,  1 ,"  8,393 ",  42 ,DIGITAL
Jun-18,F103850,Telangana,Nalgonda,Huzurnagar,  1 ,  30 ,  -   ,DIGITAL
Jun-18,F104312,Telangana,Warangal,Wardhannapet,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103841,Karnataka,Dakshina Kannada,Sullia,  1 ,"  1,019 ",  5 ,DIGITAL
Jun-18,F104426,Karnataka,Tumkur,Pavagada,  1 ,  200 ,  1 ,DIGITAL
Jun-18,F103845,Karnataka,Tumkur,Sira,  6 ,"  10,380 ",  52 ,DIGITAL
Jun-18,F103218,Karnataka,Mandya,Srirangapatna,  1 ,"  10,450 ",  52 ,DIGITAL
Jun-18,F104074,Andhra Pradesh,Kurnool,Kurnool,  2 ,"  1,490 ",  7 ,DIGITAL
Jun-18,F103310,Karnataka,Shimoga,Shimoga,  3 ,"  22,092 ",  110 ,DIGITAL
Jun-18,F168635,Andhra Pradesh,Chittoor,Srikalahasti,  1 ,  20 ,  -   ,DIGITAL
Jun-18,F103426,Karnataka,Bangalore,Bangalore North,  1 ,"  9,772 ",  49 ,DIGITAL
Jun-18,F103990,Tamil Nadu,Tiruvarur,Nannilam,  3 ,"  3,500 ",  18 ,DIGITAL
Jun-18,F101029,Gujarat,Panch Mahals,Godhra,  8 ,"  40,166 ",  201 ,DIGITAL
Jun-18,F104088,Karnataka,Shimoga,Shimoga,  1 ,"  1,847 ",  9 ,DIGITAL
Jun-18,F168340,Kerala,Thiruvananthapuram,Chirayinkil,  1 ,  240 ,  1 ,DIGITAL
Jun-18,F104429,Madhya Pradesh,Barwani,Anjad,  1 ,  30 ,  0 ,DIGITAL
Jun-18,F103264,Karnataka,Kolar,Mulbagal,  1 ,"  3,196 ",  16 ,DIGITAL
Jun-18,F104067,Maharashtra,Sangli,Kavathe Mahankal,  1 ,  99 ,  -   ,DIGITAL
Jun-18,F103976,Tamil Nadu,Theni,Bodinayakanur,  1 ,  100 ,  1 ,DIGITAL
Jun-18,F104483,Andhra Pradesh,Krishna,Machilipatnam,  4 ,"  12,328 ",  62 ,DIGITAL
Jun-18,F103595,Andhra Pradesh,East Godavari,Razole,  2 ,"  14,381 ",  72 ,DIGITAL
Jun-18,F104722,Andhra Pradesh,East Godavari,Amalapuram,  2 ,  40 ,  -   ,DIGITAL
Jun-18,F104401,Andhra Pradesh,Vizianagaram,Vizianagaram,  1 ,"  4,928 ",  25 ,DIGITAL
Jun-18,F104731,Karnataka,Kolar,Mulbagal,  3 ,"  1,590 ",  8 ,DIGITAL
Jun-18,F104573,Andhra Pradesh,Krishna,Krishna,  1 ,"  1,671 ",  8 ,DIGITAL
Jun-18,F104402,Madhya Pradesh,Sehore,Budhni,  2 ,  20 ,  0 ,DIGITAL
Jun-18,F103600,Andhra Pradesh,East Godavari,Atreyapuram Mandal,  2 ,"  6,039 ",  30 ,DIGITAL
Jun-18,F103680,Kerala,Kannur,Taliparamba,  1 ,"  1,622 ",  8 ,DIGITAL
Jun-18,F103702,Karnataka,Dakshina Kannada,Sullia,  1 ,"  89,670 ",  448 ,DIGITAL
Jun-18,F164613,Karnataka,Shimoga,Shimoga,  1 ,"  1,905 ",  10 ,DIGITAL
Jun-18,F103612,Karnataka,Bidar,Basavakalyan,  2 ,"  28,155 ",  141 ,DIGITAL
Jun-18,F103816,Andhra Pradesh,Guntur,Repalle,  1 ,"  32,819 ",  164 ,DIGITAL
Jun-18,F103346,Karnataka,Hassan,Channarayapatna,  1 ,"  5,227 ",  26 ,DIGITAL
Jun-18,F103408,Karnataka,Shimoga,Sagar,  3 ,"  29,797 ",  149 ,DIGITAL
Jun-18,F103674,Tamil Nadu,Tiruchirappalli,Manapparai,  1 ,"  2,796 ",  14 ,DIGITAL
Jun-18,F103697,Andhra Pradesh,Ananthapur,Mudigubba,  1 ,  100 ,  1 ,DIGITAL
Jun-18,F100983,Gujarat,Panch Mahals,Godhra,  2 ,"  5,656 ",  28 ,DIGITAL
Jun-18,F103803,Telangana,Warangal,Warangal,  1 ,"  25,128 ",  126 ,DIGITAL
Jun-18,F103663,Karnataka,Dakshina Kannada,Bantval,  1 ,  960 ,  5 ,DIGITAL
Jun-18,F103418,Karnataka,Belgaum,Bailhongal,  4 ,"  146,593 ",  733 ,DIGITAL
Jun-18,F104450,Madhya Pradesh,Shivpuri,Narwar,  1 ,  10 ,  0 ,DIGITAL
Jun-18,F101017,Gujarat,Kheda,Nadiad,  1 ,  270 ,  1 ,DIGITAL
Jun-18,F104726,Karnataka,Tumkur,Madhugiri,  2 ,  609 ,  3 ,DIGITAL
Jun-18,F104493,Telangana,Mahabub Nagar,Kothakota,  1 ,  51 ,  -   ,DIGITAL
Jun-18,F103412,Karnataka,Koppal,Koppal,  1 ,  139 ,  1 ,DIGITAL
Jun-18,F104788,Maharashtra,Nagpur,Kamptee,  4 ,"  3,859 ",  19 ,DIGITAL
Jun-18,F103820,Karnataka,Raichur,Lingasugur,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103870,Tamil Nadu,Salem,Salem,  2 ,  358 ,  2 ,DIGITAL
Jun-18,F104640,Tamil Nadu,Kanyakumari,Vilavancode,  1 ,"  1,992 ",  10 ,DIGITAL
Jun-18,F162677,Karnataka,Yadgir,Shahpur,  1 ,"  2,500 ",  13 ,DIGITAL
Jun-18,F103477,Karnataka,Mysore,Periyapatna,  6 ,"  26,997 ",  135 ,DIGITAL
Jun-18,F104621,Maharashtra,Aurangabad,Aurangabad,  1 ,"  9,291 ",  46 ,DIGITAL
Jun-18,F103360,Andhra Pradesh,Cuddapah,Proddatur,  1 ,  80 ,  -   ,DIGITAL
Jun-18,F103481,Karnataka,Shimoga,Hosanagara,  2 ,"  100,213 ",  501 ,DIGITAL
Jun-18,F104319,Kerala,Wayanad,Vythiri,  1 ,"  48,172 ",  241 ,DIGITAL
Jun-18,F104473,Telangana,Khammam,Yellandu,  1 ,"  6,896 ",  34 ,DIGITAL
Jun-18,F103618,Karnataka,Chickmagalur,Koppa,  8 ,"  225,984 ","  1,130 ",DIGITAL
Jun-18,F103957,Karnataka,Mysore,T Narasipura,  1 ,"  8,873 ",  44 ,DIGITAL
Jun-18,F103508,Karnataka,Mysore,Mysore,  1 ,"  1,412 ",  7 ,DIGITAL
Jun-18,F103514,Karnataka,Chamrajnagar,Kollegal,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F104352,Andhra Pradesh,Srikakulam,Sompeta Mandal,  3 ,"  4,663 ",  23 ,DIGITAL
Jun-18,F103234,Karnataka,Belgaum,Sampgaon,  1 ,"  21,724 ",  109 ,DIGITAL
Jun-18,F103353,Kerala,Kannur,Taliparamba,  1 ,  419 ,  2 ,DIGITAL
Jun-18,F104164,Andhra Pradesh,Kurnool,Kurnool,  1 ,"  3,556 ",  18 ,DIGITAL
Jun-18,F104000,Kerala,Kasargod,Kasaragod,  1 ,  219 ,  1 ,DIGITAL
Jun-18,F104775,Kerala,Palakkad,Mannarkad,  1 ,  50 ,  -   ,DIGITAL
Jun-18,F104546,Karnataka,Mysore,H D Kote,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F104081,Andhra Pradesh,Kurnool,Kurnool,  2 ,  300 ,  2 ,DIGITAL
Jun-18,F103203,Karnataka,Bijapur(KAR),Bijapur,  1 ,"  3,319 ",  17 ,DIGITAL
Jun-18,F104116,Karnataka,Hassan,Arsikere,  2 ,"  21,475 ",  107 ,DIGITAL
Jun-18,F103783,Karnataka,Raichur,Deodurga,  1 ,"  3,590 ",  18 ,DIGITAL
Jun-18,F103441,Karnataka,Bijapur(KAR),Sindgi,  2 ,"  9,292 ",  46 ,DIGITAL
Jun-18,F103780,Karnataka,Koppal,Gamgavatjhi,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103610,Karnataka,Dharwad,Hubli,  1 ,"  7,362 ",  37 ,DIGITAL
Jun-18,F103469,Karnataka,Belgaum,Gokak,  1 ,  147 ,  1 ,DIGITAL
Jun-18,F103987,Kerala,Kannur,Kannur,  1 ,"  2,765 ",  14 ,DIGITAL
Jun-18,F103824,Maharashtra,Thane,Thane,  2 ,"  9,168 ",  46 ,DIGITAL
Jun-18,F103965,Telangana,Nalgonda,Nalgonda,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103506,Karnataka,Chickmagalur,Tarikere,  1 ,"  60,311 ",  302 ,DIGITAL
Jun-18,F104500,Madhya Pradesh,Morena,Sabalgarh,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F104350,Telangana,Medak,Kadlakal,  2 ,"  2,485 ",  12 ,DIGITAL
Jun-18,F103394,Kerala,Kannur,Taliparamba,  2 ,"  33,382 ",  167 ,DIGITAL
Jun-18,F104833,Pondicherry,Pondicherry,Pondicherry,  1 ,"  2,435 ",  12 ,DIGITAL
Jun-18,F104030,Andhra Pradesh,Kurnool,Allagadda,  1 ,  160 ,  1 ,DIGITAL
Jun-18,F104281,Andhra Pradesh,Guntur,Nizampatnam,  1 ,"  49,850 ",  249 ,DIGITAL
Jun-18,F100968,Gujarat,Rajkot,Jetpur,  1 ,  399 ,  2 ,DIGITAL
Jun-18,F103972,Telangana,Jagtial,Koratla,  1 ,  128 ,  1 ,DIGITAL
Jun-18,F104747,Tamil Nadu,Pudukkottai,Pudukkottai,  1 ,  99 ,  -   ,DIGITAL
Jun-18,F103493,Karnataka,Shimoga,Bhadravathii,  1 ,  10 ,  0 ,DIGITAL
Jun-18,F104006,Andhra Pradesh,East Godavari,Yeleswaram,  1 ,  60 ,  -   ,DIGITAL
Jun-18,F103880,Tamil Nadu,Tiruchirappalli,Lalgudi,  1 ,  845 ,  4 ,DIGITAL
Jun-18,F104001,Karnataka,Mandya,Srirangapatna,  1 ,"  2,440 ",  12 ,DIGITAL
Jun-18,F104580,Telangana,Khammam,Khammam (Urban),  1 ,"  6,599 ",  33 ,DIGITAL
Jun-18,F103478,Karnataka,Uttara Kannada,Mundgod,  2 ,"  47,323 ",  237 ,DIGITAL
Jun-18,F104323,Telangana,Nalgonda,Nalgonda,  1 ,"  3,185 ",  16 ,DIGITAL
Jun-18,F100043,Goa,South Goa,Salcete,  1 ,"  69,068 ",  345 ,DIGITAL
Jun-18,F104922,Karnataka,Belgaum,Bailhongal,  1 ,"  36,369 ",  182 ,DIGITAL
Jun-18,F103979,Karnataka,Mandya,Pandavapura,  1 ,"  17,347 ",  87 ,DIGITAL
Jun-18,F103527,Karnataka,Mysore,Mysore,  1 ,  146 ,  1 ,DIGITAL
Jun-18,F104547,Andhra Pradesh,Ananthapur,Puttaparthi,  1 ,"  16,661 ",  83 ,DIGITAL
Jun-18,F104157,Maharashtra,Aurangabad,Khuldabad,  1 ,"  1,290 ",  6 ,DIGITAL
Jun-18,F104011,Andhra Pradesh,Guntur,Mangalagiri,  1 ,  158 ,  1 ,DIGITAL
Jun-18,F103801,Telangana,Nalgonda,Bhongir,  1 ,  354 ,  2 ,DIGITAL
Jun-18,F103320,Karnataka,Chickmagalur,Kadur,  1 ,"  2,518 ",  13 ,DIGITAL
Jun-18,F104773,Maharashtra,Yavatmal,Darwha,  1 ,  29 ,  -   ,DIGITAL
Jun-18,F104159,Maharashtra,Nashik,Sinnar,  1 ,"  6,680 ",  33 ,DIGITAL
Jun-18,F104292,Andhra Pradesh,Guntur,Ponnuru,  1 ,"  5,467 ",  27 ,DIGITAL
Jun-18,F100993,Gujarat,Dahod,Limkheda,  1 ,  213 ,  1 ,DIGITAL
Jun-18,F104054,Madhya Pradesh,Sehore,Sehore,  2 ,"  4,676 ",  23 ,DIGITAL
Jun-18,F103790,Andhra Pradesh,Cuddapah,Galiveedu,  1 ,  304 ,  2 ,DIGITAL
Jun-18,F103995,Maharashtra,Solapur,Sangola,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103413,Andhra Pradesh,Chittoor,Punganur,  1 ,  289 ,  1 ,DIGITAL
Jun-18,F103729,Karnataka,Tumkur,C.n.halli,  1 ,  -   ,  -   ,DIGITAL
Jun-18,F103982,Karnataka,Dakshina Kannada,Bantwal,  1 ,"  6,405 ",  32 ,DIGITAL
Jun-18,F103683,Karnataka,Haveri,Ranebennur,  1 ,  296 ,  1 ,DIGITAL
Jun-18,F103828,Karnataka,Shimoga,Hosanagara,  1 ,"  11,191 ",  56 ,DIGITAL
Jun-18,F104757,Maharashtra,Gondia,Tirora,  1 ,  20 ,  -   ,DIGITAL
Jun-18,F103559,Karnataka,Yadgir,Shahpur,  1 ,"  20,767 ",  104 ,DIGITAL
Jun-18,F168329,Kerala,Thiruvananthapuram,Balaramapuram,  1 ,  577 ,  3 ,DIGITAL
Jun-18,F168634,Tamil Nadu,Madurai,Tirumangalam,  1 ,  340 ,  2 ,DIGITAL
Jun-18,F104575,Tamil Nadu,Tirunelveli,Radhapuram,  1 ,"  12,177 ",  8 ,DIGITAL
Jun-18,F101022,Gujarat,Banaskantha,Disa,  1 ,  69 ,  -   ,DIGITAL
Jun-18,F104415,Karnataka,Bidar,Humnabad,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F164616,Telangana,Adilabad,Mudhole,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F103753,Karnataka,Bellary,Sandur,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F161021,Telangana,Medak,Medak,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104091,Andhra Pradesh,Nellore,Gudur,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F168399,Madhya Pradesh,Ratlam,Jaora,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F161020,Telangana,Medak,Medak,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F153701,Karnataka,Belgaum,Athani,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F164607,Karnataka,Haveri,Ranebennur,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104146,Andhra Pradesh,Prakasam,Kanigiri,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104272,Karnataka,Bellary,Hospet,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104308,Karnataka,Koppal,Koppal,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104662,Telangana,Nizamabad,Nizamabad,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F103291,Karnataka,Shimoga,Shimoga,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F164610,Karnataka,Gulbarga,Gulbarga,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F168277,Madhya Pradesh,Morena,Morena,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F161006,Karnataka,Gadag,Gadag,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F165559,Karnataka,Bagalkot,Bagalkot,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104307,Karnataka,Gadag,Gadag,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104463,Telangana,Jagtial,Metpalli,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104142,Karnataka,Davangere,Davanagere,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F140594,Karnataka,Bijapur(KAR),Sindgi,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104820,Karnataka,Belgaum,Chikodi,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F140351,Karnataka,Bangalore Rural,Hoskote,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F103336,Karnataka,Koppal,Kushtagi,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F166247,Telangana,K.V.Rangareddy,Rangareddy,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F166440,Karnataka,Mysore,Hunsur,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F140404,Karnataka,Raichur,Sindhanur,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F164623,Telangana,Nizamabad,Nizamabad,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F164617,Telangana,Medak,Siddipet,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F104310,Telangana,Warangal,Parkal,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F165560,Andhra Pradesh,Prakasam,Giddalur,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F103978,Telangana,Mahabub Nagar,Mahbubnagar,  -   ,  -   ,  -   ,DIGITAL
Jun-18,F103705,Karnataka,Chickmagalur,Chikmagalur,  -   ,  -   ,  -   ,DIGITAL
Jul-18,F166349,Gujarat,Rajkot,Jetpur,  20 ,"  12,108,760 ","  24,428 ",DIGITAL
Jul-18,F168328,Madhya Pradesh,Shivpuri,Shivpuri,  12 ,"  634,687 ","  1,402 ",DIGITAL
Jul-18,F103073,Gujarat,Valsad,Pardi,  45 ,"  46,559,896 ","  93,222 ",DIGITAL
Jul-18,F103876,Madhya Pradesh,Hoshangabad,Archnagaon,  24 ,"  2,671,752 ","  5,592 ",DIGITAL
Jul-18,F104841,Madhya Pradesh,Indore,Indore,  8 ,"  16,410,172 ","  32,780 ",DIGITAL
Jul-18,F166399,Madhya Pradesh,Bhind,Gohad,  6 ,"  208,077 ",  455 ,DIGITAL
Jul-18,F104380,Madhya Pradesh,Barwani,Barwani,  25 ,"  5,254,197 ","  10,956 ",DIGITAL
Jul-18,F160442,Gujarat,Surat,Surat,  8 ,"  12,659,820 ","  25,168 ",DIGITAL
Jul-18,F168454,Maharashtra,Nagpur,Nagpur,  19 ,"  7,273,584 ","  14,629 ",DIGITAL
Jul-18,F104211,Maharashtra,Sangli,Miraj,  31 ,"  5,510,407 ","  12,199 ",DIGITAL
Jul-18,F167759,Chattisgarh,Bilaspur(CGH),Bilaspur,  7 ,"  6,588,494 ","  13,190 ",DIGITAL
Jul-18,F103083,Gujarat,Surat,Olpad,  46 ,"  61,088,107 ","  122,742 ",DIGITAL
Jul-18,F167148,Madhya Pradesh,Morena,Morena,  3 ,"  1,643,240 ","  3,286 ",DIGITAL
Jul-18,F160818,Madhya Pradesh,Mandsaur,Mandsaur,  26 ,"  2,521,031 ","  5,240 ",DIGITAL
Jul-18,F167881,Rajasthan,Sawai Madhopur,Alanpur,  3 ,"  2,070,983 ","  4,145 ",DIGITAL
Jul-18,F166341,Gujarat,Surat,Olpad,  7 ,"  3,013,136 ","  6,037 ",DIGITAL
Jul-18,F165420,Gujarat,Valsad,Umargam,  7 ,"  12,947,138 ","  26,016 ",DIGITAL
Jul-18,F160479,Karnataka,Bangalore,Bangalore South,  11 ,"  39,670,811 ","  79,411 ",DIGITAL
Jul-18,F101026,Gujarat,Bharuch,Bharuch,  12 ,"  8,896,686 ","  17,830 ",DIGITAL
Jul-18,F168161,Gujarat,Rajkot,Wankaner,  2 ,"  5,603,489 ","  11,205 ",DIGITAL
Jul-18,F166787,Madhya Pradesh,Bhopal,Huzur,  1 ,  -   ,  -   ,DIGITAL
Jul-18,F102633,Gujarat,Bharuch,Vagra,  37 ,"  44,897,136 ","  89,869 ",DIGITAL
Jul-18,F168133,Maharashtra,Aurangabad,Gangapur,  8 ,"  4,009,626 ","  8,474 ",DIGITAL
Jul-18,F102792,Gujarat,Vadodara,Vadodara,  21 ,"  1,214,025 ","  2,830 ",DIGITAL
Jul-18,F167831,Gujarat,Ahmedabad,Sanand,  6 ,"  2,107,261 ","  4,241 ",DIGITAL
Jul-18,F168392,Gujarat,Surat,Chorasi,  39 ,"  10,603,005 ","  21,355 ",DIGITAL
Jul-18,F168149,Maharashtra,Akola,Akola,  3 ,"  1,406,625 ","  2,813 ",DIGITAL
Jul-18,F169377,Telangana,Medak,R.c.puram,  10 ,"  1,273,022 ","  2,567 ",DIGITAL
Jul-18,F167000,Madhya Pradesh,Mandsaur,Garoth,  6 ,"  1,370,991 ","  2,770 ",DIGITAL
Jul-18,F104791,Madhya Pradesh,Jhabua,Jhabua,  13 ,"  4,200,635 ","  8,409 ",DIGITAL
Jul-18,F104853,Madhya Pradesh,Gwalior,Gwalior,  13 ,"  19,191,954 ","  38,344 ",DIGITAL
Jul-18,F104856,Tamil Nadu,Coimbatore,Coimbatore North,  25 ,"  10,671,655 ","  21,599 ",DIGITAL
Jul-18,F167998,Madhya Pradesh,Balaghat,Balaghat,  9 ,"  12,240,985 ","  24,484 ",DIGITAL
Jul-18,F104860,Madhya Pradesh,Indore,Indore,  28 ,"  23,294,876 ","  47,323 ",DIGITAL
Jul-18,F166326,Madhya Pradesh,Hoshangabad,Hoshangabad,  4 ,"  540,064 ","  1,080 ",DIGITAL
Jul-18,F168404,Madhya Pradesh,Indore,Indore,  8 ,"  3,737,960 ","  7,504 ",DIGITAL
Jul-18,F104245,Madhya Pradesh,Dhar,Dharampuri,  4 ,"  7,204,964 ","  14,411 ",DIGITAL
Jul-18,F104338,Maharashtra,Akola,Akoli Jahangir,  11 ,"  296,173 ",  597 ,DIGITAL
Jul-18,F104668,Maharashtra,Yavatmal,Yavatmal,  26 ,"  4,443,429 ","  9,795 ",DIGITAL
Jul-18,F169648,Uttar Pradesh,Gorakhpur,Sadar,  1 ,"  96,417 ",  193 ,DIGITAL
Jul-18,F104812,Madhya Pradesh,Dhar,Kukshi,  10 ,"  2,333,094 ","  4,666 ",DIGITAL
Jul-18,F104646,Maharashtra,Amravati,Paratwada,  12 ,"  148,226 ",  390 ,DIGITAL
Jul-18,F104789,Madhya Pradesh,Vidisha,Ahmedpur,  17 ,"  3,501,076 ","  7,108 ",DIGITAL
Jul-18,F164052,Madhya Pradesh,Seoni,Seoni,  6 ,"  6,285,312 ","  12,575 ",DIGITAL
