Month,FID,RMF PNH ID,RMF Name,State,District,Town, RF'S  , Total value , Earned Margin ,, RF'S  , Total value , Earned Margin ,,RF's,Earned Margin
Nov-18,F103506,37213972,Shreyas Communication,Karnataka,Chickmagalur,Tarikere,  -   ,  -   ,  -   ,,1,21570,173,,  -   ,  -   
Nov-18,F104833,38165177,K.P.M Agencies,Pondicherry,Pondicherry,Pondicherry,  -   ,  -   ,  -   ,,1,4009,32,,  -   ,  -   
Nov-18,F104269,33462476,Sri Srinivasa Communications,Andhra Pradesh,Srikakulam,Tekkali,  -   ,  -   ,  -   ,,1,25118,201,,  -   ,  -   
Nov-18,F103900,32458135,Lakshmi Ganapathi Traders,Andhra Pradesh,Chittoor,Chittoor,  -   ,  -   ,  -   ,,1,10,0,,  -   ,  -   
Nov-18,F104188,37991289,Waves Fashions,Andhra Pradesh,Nellore,Buchireddypalem,  -   ,  -   ,  -   ,,1,533,4,,  -   ,  -   
Nov-18,F104776,34249623,Life Style,Karnataka,Ramanagar,Channapatna,  -   ,  -   ,  -   ,,1,7866,63,,  -   ,  -   
Nov-18,F170095,30817238,Sahasra Agencies,Andhra Pradesh,Nellore,Gudur,4,20370,479,,1,438,4,,  -   ,  -   
Nov-18,F104135,32572337,Saraswathy Agencies,Tamil Nadu,Salem,Omalur,  -   ,  -   ,  -   ,,1,49,0,,  -   ,  -   
Nov-18,F103978,38478776,Eshwar Traders,Telangana,Mahabub Nagar,Mahbubnagar,1,35591,868,,1,215,2,,  -   ,  -   
Nov-18,F103324,31454373,M S Mobiles (Chittoor),Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,1,1085,9,,  -   ,  -   
Nov-18,F104527,33535837,Dhathri Agencies,Andhra Pradesh,Kurnool,Kurnool,  -   ,  -   ,  -   ,,1,11157,89,,  -   ,  -   
Nov-18,F100043,35456559,Smart Communication,Goa,South Goa,Salcete,  -   ,  -   ,  -   ,,1,54444,436,,  -   ,  -   
Nov-18,F104922,35563766,Best Enterprises,Karnataka,Belgaum,Bailhongal,  -   ,  -   ,  -   ,,1,40080,321,,  -   ,  -   
Nov-18,F103979,34139712,S Y Enterprises,Karnataka,Mandya,Pandavapura,  -   ,  -   ,  -   ,,1,415,3,,  -   ,  -   
Nov-18,F104352,38721675,K.K Tele Trade,Andhra Pradesh,Srikakulam,Sompeta Mandal,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103685,38778747,Padmamba Trading Company,Karnataka,Mandya,Mandya,  -   ,  -   ,  -   ,,1,  -   ,2,,  -   ,  -   
Nov-18,F103844,34349972,New top up,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,,1,16536,132,,  -   ,  -   
Nov-18,F104458,39224933,Suguna Agencies,Andhra Pradesh,Nellore,Sangam,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103595,36246386,Gayatri Online Solution,Andhra Pradesh,East Godavari,Razole,  -   ,  -   ,  -   ,,1,7769,62,,  -   ,  -   
Nov-18,F104159,32761614,Avhad Computer Pvt Ltd,Maharashtra,Nashik,Sinnar,  -   ,  -   ,  -   ,,1,904,7,,  -   ,  -   
Nov-18,F100993,36721484,Mahavir Telecom,Gujarat,Dahod,Limkheda,  -   ,  -   ,  -   ,,1,553,4,,  -   ,  -   
Nov-18,F104483,37975661,Abhinayasri Communications,Andhra Pradesh,Krishna,Machilipatnam,  -   ,  -   ,  -   ,,1,8334,67,,  -   ,  -   
Nov-18,F104054,39722756,Mahak Telecom,Madhya Pradesh,Sehore,Sehore,  -   ,  -   ,  -   ,,1,2785,22,,  -   ,  -   
Nov-18,F103736,39474391,Anugraha Communications,Kerala,Kannur,Taliparamba,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F104091,39482724,Siva Kesava Enterprises,Andhra Pradesh,Nellore,Gudur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103790,35789187,Sree Vijaya Lakshmi Agencies,Andhra Pradesh,Cuddapah,Galiveedu,  -   ,  -   ,  -   ,,1,332,3,,  -   ,  -   
Nov-18,F103621,39663416,Surabhi Beauty,Karnataka,Kolar,Bangarapet,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F103478,35893737,Shilpa Agency,Karnataka,Uttara Kannada,Mundgod,  -   ,  -   ,  -   ,,1,50607,405,,  -   ,  -   
Nov-18,F104447,35468841,Deekshita Communications,Andhra Pradesh,Srikakulam,Saravakota Mandal,  -   ,  -   ,  -   ,,1,3628,29,,  -   ,  -   
Nov-18,F169428,31437426,Sree Vinayak Associates,Kerala,Thrissur,Chavakkad,  -   ,  -   ,  -   ,,1,2615,21,,  -   ,  -   
Nov-18,F104064,39889683,Surya Paradise,Andhra Pradesh,Ananthapur,Hindupur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F171193,39890036,SYNERGY PRODUCTS COMPANY,Madhya Pradesh,Ratlam,Ratlam,1,30521,694,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F174343,37961378,Saket Enterprises,Maharashtra,Wardha,Wardha,1,253683,5074,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F172994,37393389,Vijaya Durga Enterprises,Andhra Pradesh,Krishna,Pedana,4,6325,199,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F170185,32441994,Ketaki Sangameshwara Agencies,Telangana,Nizamabad,Banswada,2,17018,449,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F171991,37156176,Sree Subramanyeswara Trading Co,Karnataka,Tumkur,Pavagada,13,570824,16162,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F170189,34452871,SRUJAN ENTERPRISES,Telangana,Khammam,Khammam (Urban),10,546097,14848,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104792,32194678,Vinod Enterprises,Madhya Pradesh,Guna,Maksudangarh,2,1066,45,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F172054,34361132,Sampavee Agency,Tamil Nadu,Namakkal,Rasipuram,10,68285,1871,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173466,35093235,Pabolu Tradings,Andhra Pradesh,East Godavari,Rajahmundry (Urban),5,49021,1148,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F170612,34392184,Ankit Traders,Madhya Pradesh,Rajgarh,Pachore,25,1304110,38760,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173534,32495348,Sri Kanna Super Market,Tamil Nadu,Salem,Mettur,1,1724,58,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F172924,34070182,Khaveesh Enterprises,Tamil Nadu,Coimbatore,Mettupalayam,13,92912,2270,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173928,36701083,Bhaviya Provision Store,Gujarat,Vadodara,Padra,1,8386,288,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F170519,36188761,Sri Maruthi Traders,Telangana,Medak,Ramayampet,5,2962,107,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104764,36327947,Mukesh Printing Press ,Madhya Pradesh,Shivpuri,Shivpuri,7,239727,5743,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173938,39156427,Ashok Agency,Madhya Pradesh,Sagar,Bina,2,68266,1641,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F171566,31315880,Sri Vaishnavi Agencies,Andhra Pradesh,Guntur,Narasaraopet,9,162992,3933,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F171962,36242248,Sri Venkata Satya Narayana Traders,Andhra Pradesh,Nellore,Kavali,5,103597,2576,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173284,32922559,Sharvagha Agency,Tamil Nadu,Namakkal,Namakkal,5,66697,1740,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173702,35838492,Ritu Enterprise,Karnataka,Bagalkot,Jamkhandi,6,28484,690,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F172106,37052576,Maturi Vayu Kumar Traders,Andhra Pradesh,Krishna,Nuzvid,2,10296,230,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F169429,38861719,Sri Laxmi Ganapathi Agencies,Telangana,Nalgonda,Suryapet,3,34643,902,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103553,32622284,Rajaa Communication Fancy and Agency,Tamil Nadu,Krishnagiri,Krishnagiri,1,1906,72,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104376,32376399,Sri Gowri Mobiles & Electronics,Karnataka,Kolar,Bangarapet,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F170638,36915663,Ragavendra Agencies ,Tamil Nadu,Erode,Erode,3,15842,450,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104308,32651544,Sai Mobile Center,Karnataka,Koppal,Koppal,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104662,33987885,Mukka Lachaiah Kirana (RMF),Telangana,Nizamabad,Nizamabad,1,22236,757,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173818,32187157,Sri Subramanyeswara Agencies,Andhra Pradesh,Ananthapur,Anantapur,3,19159,587,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104418,37114872,Sree Sangameshwar Enterprises,Karnataka,Gulbarga,Gulbarga,2,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173165,34269028,Winwin Associates,Tamil Nadu,Madurai,Madurai,2,35456,914,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173353,37915527,KPK Communications,Tamil Nadu,Coimbatore,Tiruppur,5,87271,2119,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103234,33732266,Shri Ganesh Telecom,Karnataka,Belgaum,Sampgaon,2,2098,31,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173719,37655005,Sree Varalaxmi Agencies,Andhra Pradesh,Ananthapur,Hindupur,2,34654,1028,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F168636,37425378,Sai Teja Agencies (SF),Andhra Pradesh,Guntur,Ponnuru,1,2200,44,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F175191,32005056,Aagrwal Traders,Madhya Pradesh,Jabalpur,Jabalpur,3,265635,5313,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F175059,31442414,Sri Sharada Agency,Karnataka,Tumkur,Gubbi,1,36730,629,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104142,33966749,A.K.Traders,Karnataka,Davangere,Davanagere,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F140594,34633986,Shri Ganesh Enterprises,Karnataka,Bijapur(KAR),Sindgi,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F174203,31876935,Venus Agencies,Kerala,Thrissur,Mukundapuram,3,244656,5517,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F171407,30862636,Aaba traders,Madhya Pradesh,Morena,Morena,2,11759,391,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104872,32946588,Nagaraj - DSMF,Karnataka,Dakshina Kannada,Bantval,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F171388,32819967,Sree Balaji Traders,Tamil Nadu,Kanyakumari,Agastheeswaram,2,6392,212,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F170605,32495370,Sri Sai Parandhama Kiranam & Agencies,Telangana,Nalgonda,Miryalguda,1,1325,51,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103476,32184553,Akash Enterprises,Karnataka,Dakshina Kannada,Puttur,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103242,37952822,Wagle Traders,Karnataka,Udupi,Karkal,1,899,25,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F140351,35759983,Ananya Enterprises,Karnataka,Bangalore Rural,Hoskote,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F168640,37335651,Mahalakshmi Traders (SF),Karnataka,Bellary,Sandur,1,5245,91,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103336,36272742,Kora Electronics,Karnataka,Koppal,Kushtagi,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104146,38349968,Sri Mobiles,Andhra Pradesh,Prakasam,Kanigiri,1,614,24,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104272,36637352,Global Enterpises,Karnataka,Bellary,Hospet,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F173532,33054338,Goda Enterprises,Karnataka,Bijapur(KAR),Sindgi,1,25773,387,,1,  -   ,  -   ,,  -   ,  -   
Nov-18,F170601,34955895,K & V enterprise,Gujarat,Kachchh,Bhuj,2,61323,2186,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F165560,34556529,B.M.Communications,Andhra Pradesh,Prakasam,Giddalur,1,23408,564,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F168659,38846438,Radha Krishna Agencies,Telangana,Nizamabad,Kamareddy,1,2942,87,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104917,32773284,Shri Ganesh Telecom,Karnataka,Belgaum,Sampgaon,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F161006,31758768,Kothari Cash and Carry,Karnataka,Gadag,Gadag,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103850,33152177,R.V Agencies,Telangana,Nalgonda,Huzurnagar,1,580,24,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104293,39777739,Lakshmi Enterprises,Karnataka,Bellary,Bellary,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103461,37233245,Kohilasha Traders,Andhra Pradesh,Chittoor,Madanapalle,1,0,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F103221,34845889,Pai Pariwar,Karnataka,Chickmagalur,Mudigere,1,  -   ,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Nov-18,F104469,33913761,Sri Lakshmi Ramana Electronics,Andhra Pradesh,Cuddapah,Jammalamdugu,1,0,  -   ,,  -   ,  -   ,  -   ,,  -   ,  -   
Dec-18,F102583,33129428,Kabbalamma communication,Karnataka,Bangalore,Bangalore South,23,99535,1476,,14,10792683,22360,,  -   ,  -   
Dec-18,F100035,35522233,Sanjay Prabhakar Shirookar,Goa,South Goa,Mormugao,  -   ,  -   ,  -   ,,37,2255520,9432,,  -   ,  -   
Dec-18,F100041,31637329,Limras World (Margao ),Goa,North Goa,Tiswadi,  -   ,  -   ,  -   ,,2,54599,112,,  -   ,  -   
Dec-18,F100037,39477226,Fortune Gift House,Goa,South Goa,Salcete,5,52555,106,,49,10026550,28645,,  -   ,  -   
Dec-18,F103057,34938215,Laxmi Enterprises,Goa,North Goa,Tiswadi,3,7410,196,,19,3338594,8688,,  -   ,  -   
Dec-18,F101012,39746229,Delight Mobiles,Gujarat,Rajkot,Rajkot,4,51107,363,,12,5870851,12536,,  -   ,  -   
Dec-18,F101034,36533255,Shree Nathji Traders (RMF),Gujarat,Ahmedabad,Ahmadabad City,1,2150,44,,8,198026,653,,  -   ,  -   
Dec-18,F167831,30633796,Sony Telecom,Gujarat,Ahmedabad,Sanand,12,200060,3565,,13,7607213,15243,,  -   ,  -   
Dec-18,F100991,32267557,Gulshan Mobiles,Gujarat,Panch Mahals,Godhra,4,71453,1454,,44,6925309,16766,,  -   ,  -   
Dec-18,F100974,37847699,Samir Telecom,Gujarat,Panch Mahals,Halol,4,43000,32,,13,7695432,15503,,  -   ,  -   
Dec-18,F101031,37855763,Welcome Telecom (RMF),Gujarat,Kachchh,Mundra,  -   ,  -   ,  -   ,,6,108471,529,,  -   ,  -   
Dec-18,F101013,39338995,Bharti Mobile Shop,Gujarat,Rajkot,Rajkot,1,15870,201,,12,726683,1663,,  -   ,  -   
Dec-18,F101030,31827484,Zoya Mobile Care & Xerox,Gujarat,Ahmedabad,Sanand,  -   ,  -   ,  -   ,,2,133695,396,,  -   ,  -   
Dec-18,F103192,36549244,Sri Manjunatha Fancy & Gift Centre,Karnataka,Mandya,Mandya,  -   ,  -   ,  -   ,,2,7178,14,,  -   ,  -   
Dec-18,F101026,33874828,Nabipur Telecom,Gujarat,Bharuch,Bharuch,15,242237,8430,,10,2314054,4717,,  -   ,  -   
Dec-18,F102633,31186594,Urvi Communication,Gujarat,Bharuch,Vagra,28,301682,573,,42,47568590,95790,,  -   ,  -   
Dec-18,F175309,30779311,Ayman Enterprise,Gujarat,Vadodara,Vadodara,5,31324,218,,15,1810540,4062,,  -   ,  -   
Dec-18,F102792,32663873,Ekta Communications,Gujarat,Vadodara,Vadodara,  -   ,  -   ,  -   ,,8,1060,2,,  -   ,  -   
Dec-18,F102810,33297392,SLR Enterprises,Karnataka,Tumkur,Gubbi,  -   ,  -   ,  -   ,,2,6586,53,,  -   ,  -   
Dec-18,F102811,36475217,Vivekananda Electricals & Hardware Oorukera Near Bus stop,Karnataka,Tumkur,Tumkur,1,7695,172,,3,292853,740,,  -   ,  -   
Dec-18,F104756,38157432,Anjanadri Traders,Karnataka,Tumkur,C.n.halli,11,167469,3672,,19,208485,1504,,  -   ,  -   
Dec-18,F104517,32579767,Genuine Enterprises,Karnataka,Mandya,Mandya,48,501661,11994,,22,1180310,2740,,45,7500
Dec-18,F102814,34928815,Pragnya Enterprises,Karnataka,Tumkur,Tumkur,  -   ,  -   ,  -   ,,2,40331,110,,  -   ,  -   
Dec-18,F103058,36037853,Shreeji travels,Gujarat,Panch Mahals,Halol,  -   ,  -   ,  -   ,,3,1879,6,,  -   ,  -   
Dec-18,F103295,31993938,Sri Manjunath Stores,Karnataka,Hassan,Arkalgud,19,18259,286,,17,310325,1835,,  -   ,  -   
Dec-18,F103312,37995342,Shree Mahalash Stores,Karnataka,Uttara Kannada,Kumta,  -   ,  -   ,  -   ,,4,29504,217,,  -   ,  -   
Dec-18,F103406,39268732,Sri Nanda Enterprises,Karnataka,Kolar,Srinivasapura,  -   ,  -   ,  -   ,,11,39642,243,,  -   ,  -   
Dec-18,F103435,31558898,Kripa Creations,Kerala,Kozhikode,Kozhikode,8,89493,409,,72,21999908,52560,,  -   ,  -   
Dec-18,F103437,34999315,Sumanth Enterprises,Karnataka,Haveri,Ranebennur,  -   ,  -   ,  -   ,,30,465169,3716,,  -   ,  -   
Dec-18,F103453,37715447,Pranam Traders,Karnataka,Chamrajnagar,Yelandur,2,559,24,,6,39720,267,,  -   ,  -   
Dec-18,F103484,31483915,Avatar Communications,Karnataka,Haveri,Byadgi,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F103570,36936511,Sai Ram General Stores,Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,4,583728,1254,,  -   ,  -   
Dec-18,F103768,31458267,Usha Enterprises,Karnataka,Raichur,Raichur,1,  -   ,24,,4,15449,124,,  -   ,  -   
Dec-18,F103772,38531793,J.K Enterprises,Karnataka,Gadag,Gadag,13,743351,18308,,7,14859,101,,  -   ,  -   
Dec-18,F103787,34642599,Om Ganesh Communication,Maharashtra,Sangli,Walva,  -   ,  -   ,  -   ,,6,735976,1820,,  -   ,  -   
Dec-18,F103800,35667469,Laxmi Agencies,Telangana,Warangal,Nekkonda,2,92032,2111,,3,66990,395,,  -   ,  -   
Dec-18,F103858,32127462,Vayuputra Distributors,Karnataka,Chamrajnagar,Kollegal,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F103903,34935619,Friends Mobiles,Kerala,Kasargod,Hosdurg,2,21103,28,,3,8729510,17648,,  -   ,  -   
Dec-18,F103910,36389314,Mohammed Agencies,Andhra Pradesh,Kurnool,Kurnool,  -   ,  -   ,  -   ,,2,80,1,,  -   ,  -   
Dec-18,F103929,38126567,Jeyam Communication,Tamil Nadu,Ramanathapuram,Rameswaram,1,1010,32,,12,134463,860,,  -   ,  -   
Dec-18,F103934,38796527,AMBICA FANCY & GENERAL STORE,Telangana,Nalgonda,Nalgonda,  -   ,  -   ,  -   ,,6,196622,966,,  -   ,  -   
Dec-18,F104046,38459495,Bhavya Agency,Madhya Pradesh,Dewas,Khategaon,1,10925,37,,11,1954879,4136,,  -   ,  -   
Dec-18,F104051,36433883,Nakoda Agency,Madhya Pradesh,Mandsaur,Mandsaur,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F104060,36761584,SREE INFOCOMM,Kerala,Malappuram,Ponani,  -   ,  -   ,  -   ,,3,1131332,2296,,  -   ,  -   
Dec-18,F104106,33417353,Om Sai Enterprises,Telangana,Hyderabad,Nampally,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F104114,34161456,Gayathri Fancy & Gift Articles,Andhra Pradesh,Krishna,Vijayawada (Urban),  -   ,  -   ,  -   ,,6,427026,942,,  -   ,  -   
Dec-18,F104156,35676685,SAIRAM ENTERPRIZES,Telangana,Khammam,Kothagudem,  -   ,  -   ,  -   ,,4,115775,750,,  -   ,  -   
Dec-18,F104165,38919593,A.V. Enterprises Simrol,Madhya Pradesh,Indore,Indore,3,51019,1136,,11,2082523,4467,,  -   ,  -   
Dec-18,F104171,34761823,Sai Communications,Telangana,Medak,Ananthsagar,1,10207,49,,3,8454645,16934,,  -   ,  -   
Dec-18,F104176,38544893,Lakshmi Balaji Enterprises,Andhra Pradesh,Chittoor,Tirupati (Urban),2,26565,557,,5,545969,1093,,  -   ,  -   
Dec-18,F104211,33649932,JAYASHREE COMMUNICATION,Maharashtra,Sangli,Miraj,26,1106740,22469,,20,5900143,13053,,  -   ,  -   
Dec-18,F104241,36972718,Tamilan Mobiles,Tamil Nadu,Thanjavur,Kumbakonam,9,426259,8407,,2,  -   ,  -   ,,  -   ,  -   
Dec-18,F104298,31586234,S L Enterprises,Madhya Pradesh,Morena,Morena,5,153075,3193,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F104339,32388737,Rainbow Enterprises,Telangana,Mahabub Nagar,Mahbubnagar,2,2320,94,,13,33358,267,,  -   ,  -   
Dec-18,F104350,34836682,Harshitha Communications,Telangana,Medak,Kadlakal,  -   ,  -   ,  -   ,,3,15177,119,,  -   ,  -   
Dec-18,F104366,33619446,Sri Vigneshwara Mobiles Stores,Telangana,Mahabub Nagar,Farooqnagar,  -   ,  -   ,  -   ,,3,118247,440,,  -   ,  -   
Dec-18,F104380,34596352,Charbhuja Mobile,Madhya Pradesh,Barwani,Barwani,22,471218,11000,,30,17090861,35081,,  -   ,  -   
Dec-18,F104409,31917629,Balaji Communications,Telangana,K.V.Rangareddy,Rangareddy,1,10441,129,,7,774825,1603,,  -   ,  -   
Dec-18,F104410,31683429,Gayathri Medical And General Stores,Telangana,Medak,Siddipet,13,229639,5333,,24,12565569,29181,,  -   ,  -   
Dec-18,F104449,34828249,Malar Electronics,Tamil Nadu,Coimbatore,Coimbatore North,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F104491,39336428,K.T.Enterprises,Tamil Nadu,Ramanathapuram,Ramanathapuram,  -   ,  -   ,  -   ,,7,99849,217,,  -   ,  -   
Dec-18,F104519,35335532,Chandhu Agencies,Karnataka,Mysore,K R Nagar,  -   ,  -   ,  -   ,,2,3109,22,,  -   ,  -   
Dec-18,F104522,32494525,Sangameshwara Mobiles,Telangana,Hyderabad,Hyd,  -   ,  -   ,  -   ,,5,315131,1074,,  -   ,  -   
Dec-18,F104538,36388463,R.V.S.Future Tech (RMF),Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,,2,  -   ,  -   ,,  -   ,  -   
Dec-18,F104541,32853984,A.R.Traders,Tamil Nadu,Coimbatore,Coimbatore South,  -   ,  -   ,  -   ,,2,48162,96,,  -   ,  -   
Dec-18,F104574,35954175,T.S.Mobiles & Gift Center,Karnataka,Kolar,Gauribidanur,22,162690,4511,,12,289451,679,,  -   ,  -   
Dec-18,F104577,34978486,Shariff Telecom,Maharashtra,Ratnagiri,Chiplun,2,19732,158,,25,10259648,21465,,  -   ,  -   
Dec-18,F104607,32597514,Lakshmi Sai Electronics (RMF),Andhra Pradesh,Guntur,Chilakaluripet,  -   ,  -   ,  -   ,,7,743308,2668,,  -   ,  -   
Dec-18,F104625,38473788,Raja General Store (RMF),Andhra Pradesh,Chittoor,Palamaner,  -   ,  -   ,  -   ,,3,44024,328,,  -   ,  -   
Dec-18,F104626,38158158,A.S.Tomar Enterprises (RMF),Madhya Pradesh,Bhind,Gohad,1,9214,270,,7,3544841,7190,,  -   ,  -   
Dec-18,F104632,33623178,Farhan Communication (RMF),Kerala,Thiruvananthapuram,Thiruvananthapuram,1,14812,107,,4,6168209,12669,,  -   ,  -   
Dec-18,F104653,31597371,S.L.N.Telecom (RMF),Karnataka,Kolar,Chickballapur,  -   ,  -   ,  -   ,,3,825565,1651,,  -   ,  -   
Dec-18,F104656,35259721,Poonam Telecom Agency (RMF),Maharashtra,Akola,Akola,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F104668,35251365,Farukh Sales (RMF),Maharashtra,Yavatmal,Yavatmal,55,1083925,27622,,20,2366217,6628,,52,12000
Dec-18,F104710,32248165,Yuktha Enterprises (RMF),Karnataka,Chikkaballapur,Gauribidanur,  -   ,  -   ,  -   ,,4,793787,1701,,  -   ,  -   
Dec-18,F104720,34592448,Swami Samarth Mobiles (RMF),Maharashtra,Ratnagiri,Ratnagiri,1,1430,54,,11,55761,426,,  -   ,  -   
Dec-18,F104767,38496552,Raj Agency,Maharashtra,Nagpur,Ramtek,  -   ,  -   ,  -   ,,1,  -   ,  -   ,,  -   ,  -   
Dec-18,F104787,34431489,Balaji Stores,Madhya Pradesh,Jhabua,Jhabua,11,446290,10516,,6,1258490,2560,,  -   ,  -   
Dec-18,F104794,37781765,Eden Enterprises,Tamil Nadu,Tirunelveli,Palayamkottai,  -   ,  -   ,  -   ,,16,27525,186,,  -   ,  -   
Dec-18,F104808,39925798,Ratnaraj Distributors ,Madhya Pradesh,Ratlam,Jaora,7,196072,5678,,10,9685848,19371,,  -   ,  -   
Dec-18,F104815,32836963,Saffron Communications ,Madhya Pradesh,Vidisha,Ahmedpur,2,13673,77,,17,1198475,2784,,  -   ,  -   
Dec-18,F104828,37922921,Kushal Enterprises,Karnataka,Bangalore,Bangalore South,4,45850,  -   ,,6,20143970,40344,,  -   ,  -   
Dec-18,F104840,33218442,Shree Nidhi Enterprises,Karnataka,Bangalore,Anekal,10,109318,207,,24,56154500,112801,,  -   ,  -   
Dec-18,F104847,34286336,Lucky Recharge Centre,Maharashtra,Akola,Akola,2,24378,68,,6,2588693,5219,,  -   ,  -   
Dec-18,F104853,36577819,Jai Maa Ratangarh Enterprises ,Madhya Pradesh,Gwalior,Gwalior,4,43000,56,,14,11910442,23790,,  -   ,  -   
Dec-18,F104855,39258784,Jain Telecom Centre,Madhya Pradesh,Shivpuri,Shivpuri,1,10905,27,,3,9222231,18436,,  -   ,  -   
Dec-18,F104856,35871694,Arjun Agencies,Tamil Nadu,Coimbatore,Coimbatore North,3,26793,128,,17,2578143,5365,,  -   ,  -   
